# Project Volt WS4 - R22a SOC trajectories, mode (b) pure series at the delivered pack, all 8 VOLT-REG seeds x 3 ordered cases
# decimated to 5.0 s (every 50th 10 Hz sample); the full-rate reference trajectory is in data/trace_series_duty_v2_nominal_seed23_10Hz.csv
# SOC is fraction of USABLE bus energy (11.083608 kWh)
case,seed,t_s,SOC,P_bus_load_kW,P_batt_bus_kW,engine_on
nominal,5,6320.0,0.580220,2.0000,-2.0000,0
nominal,5,6325.0,0.579961,2.0000,-2.0000,0
nominal,5,6330.0,0.579703,2.0000,-2.0000,0
nominal,5,6335.0,0.579100,19.0139,-19.0139,0
nominal,5,6340.0,0.573236,68.3142,-68.3142,0
nominal,5,6345.0,0.563277,72.2344,-72.2344,0
nominal,5,6350.0,0.556093,37.7121,-37.7121,0
nominal,5,6355.0,0.552447,21.5161,-21.5161,0
nominal,5,6360.0,0.549734,19.3669,-19.3669,0
nominal,5,6365.0,0.547772,12.8317,-12.8317,0
nominal,5,6370.0,0.545511,17.4497,-17.4497,0
nominal,5,6375.0,0.543625,15.0204,-15.0204,0
nominal,5,6380.0,0.541584,20.2283,-20.2283,0
nominal,5,6385.0,0.538745,19.1346,-19.1346,0
nominal,5,6390.0,0.536406,22.2192,-22.2192,0
nominal,5,6395.0,0.533602,26.7437,-26.7437,0
nominal,5,6400.0,0.531089,13.0439,-13.0439,0
nominal,5,6405.0,0.529493,10.3349,-10.3349,0
nominal,5,6410.0,0.528892,-66.5115,66.5115,0
nominal,5,6415.0,0.536533,-50.2648,50.2648,0
nominal,5,6420.0,0.540015,-4.7437,4.7437,0
nominal,5,6425.0,0.539802,2.0000,-2.0000,0
nominal,5,6430.0,0.539543,2.0000,-2.0000,0
nominal,5,6435.0,0.539285,2.0000,-2.0000,0
nominal,5,6440.0,0.539027,2.0000,-2.0000,0
nominal,5,6445.0,0.538768,2.0000,-2.0000,0
nominal,5,6450.0,0.538510,2.0000,-2.0000,0
nominal,5,6455.0,0.538252,2.0000,-2.0000,0
nominal,5,6460.0,0.537779,13.2377,-13.2377,0
nominal,5,6465.0,0.533751,46.3786,-46.3786,0
nominal,5,6470.0,0.526904,53.7454,-53.7454,0
nominal,5,6475.0,0.523152,22.3354,-22.3354,0
nominal,5,6480.0,0.520927,12.0837,-12.0837,0
nominal,5,6485.0,0.519912,5.9131,-5.9131,0
nominal,5,6490.0,0.519046,9.0651,-9.0651,0
nominal,5,6495.0,0.517791,11.1207,-11.1207,0
nominal,5,6500.0,0.516607,7.6477,-7.6477,0
nominal,5,6505.0,0.514955,12.8496,-12.8496,0
nominal,5,6510.0,0.513978,4.8739,-4.8739,0
nominal,5,6515.0,0.512818,13.6073,-13.6073,0
nominal,5,6520.0,0.514819,-64.3827,64.3827,0
nominal,5,6525.0,0.519373,-9.3525,9.3525,0
nominal,5,6530.0,0.519201,2.0000,-2.0000,0
nominal,5,6535.0,0.518943,2.0000,-2.0000,0
nominal,5,6540.0,0.518684,2.0000,-2.0000,0
nominal,5,6545.0,0.518426,2.0000,-2.0000,0
nominal,5,6550.0,0.518168,2.0000,-2.0000,0
nominal,5,6555.0,0.517909,2.0000,-2.0000,0
nominal,5,6560.0,0.517651,2.0000,-2.0000,0
nominal,5,6565.0,0.517393,2.0000,-2.0000,0
nominal,6,0.0,0.549990,4.0525,-4.0525,0
nominal,6,5.0,0.546926,40.9976,-40.9976,0
nominal,6,10.0,0.539891,63.5284,-63.5284,0
nominal,6,15.0,0.532229,40.4769,-40.4769,0
nominal,6,20.0,0.528135,28.2045,-28.2045,0
nominal,6,25.0,0.525415,18.1341,-18.1341,0
nominal,6,30.0,0.523285,15.9148,-15.9148,0
nominal,6,35.0,0.521549,14.4311,-14.4311,0
nominal,6,40.0,0.519439,17.5309,-17.5309,0
nominal,6,45.0,0.517387,14.0657,-14.0657,0
nominal,6,50.0,0.514840,13.5801,-13.5801,0
nominal,6,55.0,0.513135,17.1930,-17.1930,0
nominal,6,60.0,0.515953,-52.0761,52.0761,0
nominal,6,65.0,0.520376,-20.8480,20.8480,0
nominal,6,70.0,0.520970,2.0000,-2.0000,0
nominal,6,75.0,0.520710,2.0000,-2.0000,0
nominal,6,80.0,0.520451,2.0000,-2.0000,0
nominal,6,85.0,0.520193,2.0000,-2.0000,0
nominal,6,90.0,0.519935,2.0000,-2.0000,0
nominal,6,95.0,0.518365,25.9704,-25.9704,0
nominal,6,100.0,0.513400,48.0806,-48.0806,0
nominal,6,105.0,0.506786,48.9683,-48.9683,0
nominal,6,110.0,0.503815,15.5896,-15.5896,0
nominal,6,115.0,0.501413,17.4314,-17.4314,0
nominal,6,120.0,0.499608,13.6661,-13.6661,0
nominal,6,125.0,0.497303,18.3368,-18.3368,0
nominal,6,130.0,0.494577,15.9193,-15.9193,0
nominal,6,135.0,0.492967,12.2378,-12.2378,0
nominal,6,140.0,0.491638,-31.2059,31.2059,0
nominal,6,145.0,0.496342,-27.8354,27.8354,0
nominal,6,150.0,0.498219,-1.3109,1.3109,0
nominal,6,155.0,0.497977,2.0000,-2.0000,0
nominal,6,160.0,0.497719,2.0000,-2.0000,0
nominal,6,165.0,0.497460,2.0000,-2.0000,0
nominal,6,170.0,0.497202,2.0000,-2.0000,0
nominal,6,175.0,0.496944,2.0000,-2.0000,0
nominal,6,180.0,0.496399,14.9548,-14.9548,0
nominal,6,185.0,0.492058,50.6236,-50.6236,0
nominal,6,190.0,0.483859,72.1101,-72.1101,0
nominal,6,195.0,0.474470,69.0090,-69.0090,0
nominal,6,200.0,0.468674,31.3766,-31.3766,0
nominal,6,205.0,0.464909,28.4437,-28.4437,0
nominal,6,210.0,0.461348,27.6965,-27.6965,0
nominal,6,215.0,0.458342,18.6994,-18.6994,0
nominal,6,220.0,0.456073,8.5142,-8.5142,0
nominal,6,225.0,0.453959,23.6266,-23.6266,0
nominal,6,230.0,0.450093,26.4677,-26.4677,0
nominal,6,235.0,0.446878,20.6331,-20.6331,0
nominal,6,240.0,0.444841,18.4412,-18.4412,0
nominal,6,245.0,0.448785,-65.8016,65.8016,0
nominal,6,250.0,0.454794,-20.8527,20.8527,0
nominal,6,255.0,0.454907,2.1086,-2.1086,0
nominal,6,260.0,0.454648,2.0000,-2.0000,0
nominal,6,265.0,0.454390,2.0000,-2.0000,0
nominal,6,270.0,0.454131,2.0000,-2.0000,0
nominal,6,275.0,0.453533,14.8971,-14.8971,0
nominal,6,280.0,0.449646,43.2092,-43.2092,0
nominal,6,285.0,0.443133,53.2396,-53.2396,0
nominal,6,290.0,0.437674,23.6394,-23.6394,0
nominal,6,295.0,0.434979,19.7663,-19.7663,0
nominal,6,300.0,0.433305,6.3725,-6.3725,0
nominal,6,305.0,0.432292,6.5573,-6.5573,0
nominal,6,310.0,0.430603,12.4907,-12.4907,0
nominal,6,315.0,0.432819,-34.7891,34.7891,0
nominal,6,320.0,0.435919,-16.3236,16.3236,0
nominal,6,325.0,0.436601,2.0000,-2.0000,0
nominal,6,330.0,0.436338,2.0000,-2.0000,0
nominal,6,335.0,0.436079,2.0000,-2.0000,0
nominal,6,340.0,0.435821,2.0000,-2.0000,0
nominal,6,345.0,0.435563,2.0000,-2.0000,0
nominal,6,350.0,0.435304,2.0000,-2.0000,0
nominal,6,355.0,0.435046,2.0000,-2.0000,0
nominal,6,360.0,0.434448,15.6412,-15.6412,0
nominal,6,365.0,0.430163,49.1730,-49.1730,0
nominal,6,370.0,0.422233,69.7714,-69.7714,0
nominal,6,375.0,0.414031,49.8692,-49.8692,0
nominal,6,380.0,0.409329,29.2626,-29.2626,0
nominal,6,385.0,0.406398,10.5257,-10.5257,0
nominal,6,390.0,0.403585,36.1277,-36.1277,0
nominal,6,395.0,0.399344,22.4733,-22.4733,0
nominal,6,400.0,0.397437,12.7322,-12.7322,0
nominal,6,405.0,0.394566,24.6631,-24.6631,0
nominal,6,410.0,0.391439,18.9172,-18.9172,0
nominal,6,415.0,0.388190,24.1019,-24.1019,0
nominal,6,420.0,0.395434,-52.1379,52.1379,0
nominal,6,425.0,0.399435,-13.9404,13.9404,0
nominal,6,430.0,0.399455,2.1362,-2.1362,0
nominal,6,435.0,0.399197,2.0000,-2.0000,0
nominal,6,440.0,0.398938,2.0000,-2.0000,0
nominal,6,445.0,0.398680,2.0000,-2.0000,0
nominal,6,450.0,0.395778,41.1140,-41.1140,0
nominal,6,455.0,0.388405,69.2498,-69.2498,0
nominal,6,460.0,0.378943,72.8800,-72.8800,0
nominal,6,465.0,0.373163,30.9806,-30.9806,0
nominal,6,470.0,0.369430,27.2577,-27.2577,0
nominal,6,475.0,0.366294,26.4661,-26.4661,0
nominal,6,480.0,0.363925,21.0312,-21.0312,0
nominal,6,485.0,0.361030,22.9810,-22.9810,0
nominal,6,490.0,0.358167,19.9353,-19.9353,0
nominal,6,495.0,0.355655,24.1372,-24.1372,0
nominal,6,500.0,0.351846,24.8755,-24.8755,0
nominal,6,505.0,0.352910,28.6288,51.9851,1
nominal,6,510.0,0.369370,-62.6915,143.3054,1
nominal,6,515.0,0.383361,-3.2211,83.8350,1
nominal,6,520.0,0.392937,2.0000,78.6139,1
nominal,6,525.0,0.402493,2.0000,78.6139,1
nominal,6,530.0,0.412048,2.0000,78.6139,1
nominal,6,535.0,0.421604,2.0000,78.6139,1
nominal,6,540.0,0.431159,2.0000,78.6139,1
nominal,6,545.0,0.439070,30.1019,50.5120,1
nominal,6,550.0,0.443412,58.7108,21.9031,1
nominal,6,555.0,0.444537,81.8459,-1.2320,1
nominal,6,560.0,0.444810,74.9898,5.6241,1
nominal,6,565.0,0.445855,69.3947,11.2192,1
nominal,6,570.0,0.447500,65.0277,15.5862,1
nominal,6,575.0,0.449236,80.5285,0.0854,1
nominal,6,580.0,0.452434,42.6732,37.9407,1
nominal,6,585.0,0.457270,36.5970,44.0169,1
nominal,6,590.0,0.463562,24.5839,56.0300,1
nominal,6,595.0,0.470681,24.1002,56.5137,1
nominal,6,600.0,0.476885,36.0514,44.5625,1
nominal,6,605.0,0.483307,27.4943,53.1196,1
nominal,6,610.0,0.489126,36.1414,44.4725,1
nominal,6,615.0,0.494577,25.9677,54.6462,1
nominal,6,620.0,0.501208,27.6418,52.9721,1
nominal,6,625.0,0.506743,39.2750,41.3389,1
nominal,6,630.0,0.511666,36.8763,43.7375,1
nominal,6,635.0,0.518528,26.5348,54.0791,1
nominal,6,640.0,0.524729,24.3680,56.2458,1
nominal,6,645.0,0.531047,25.0083,55.6056,1
nominal,6,650.0,0.538563,13.5416,67.0723,1
nominal,6,655.0,0.546664,11.8098,68.8041,1
nominal,6,660.0,0.554563,24.4623,56.1516,1
nominal,6,665.0,0.562135,12.0943,68.5196,1
nominal,6,670.0,0.571428,4.8648,75.7491,1
nominal,6,675.0,0.580936,2.0000,78.6139,1
nominal,6,680.0,0.589870,11.7111,68.9028,1
nominal,6,685.0,0.598236,14.4041,66.2098,1
nominal,6,690.0,0.604948,20.8840,59.7299,1
nominal,6,695.0,0.612793,22.4726,58.1413,1
nominal,6,700.0,0.619978,24.0119,56.6019,1
nominal,6,705.0,0.626305,35.2629,45.3510,1
nominal,6,710.0,0.632336,29.2289,51.3850,1
nominal,6,715.0,0.638770,34.9829,45.6310,1
nominal,6,720.0,0.642662,76.7539,3.8600,1
nominal,6,725.0,0.643323,73.7422,6.8717,1
nominal,6,730.0,0.643841,55.5388,25.0751,1
nominal,6,735.0,0.646742,46.4558,34.1581,1
nominal,6,740.0,0.651399,37.3822,43.2317,1
nominal,6,745.0,0.658007,19.4887,61.1252,1
nominal,6,750.0,0.664015,24.9443,55.6696,1
nominal,6,755.0,0.670299,30.1481,50.4658,1
nominal,6,760.0,0.675995,39.6559,40.9580,1
nominal,6,765.0,0.681101,36.6701,43.9438,1
nominal,6,770.0,0.686271,45.5046,35.1093,1
nominal,6,775.0,0.690942,44.6657,35.9482,1
nominal,6,780.0,0.695747,40.0291,40.5848,1
nominal,6,785.0,0.700212,41.2138,39.4001,1
nominal,6,790.0,0.703723,60.9647,19.6492,1
nominal,6,795.0,0.707503,44.7537,35.8602,1
nominal,6,800.0,0.710945,67.7477,12.8662,1
nominal,6,805.0,0.715922,37.7687,42.8452,1
nominal,6,810.0,0.720135,48.9687,31.6452,1
nominal,6,815.0,0.725650,50.9769,29.6370,1
nominal,6,820.0,0.731498,24.0933,56.5206,1
nominal,6,825.0,0.737651,26.7135,53.9004,1
nominal,6,830.0,0.742851,43.5285,37.0854,1
nominal,6,835.0,0.746707,61.1056,19.5083,1
nominal,6,840.0,0.749110,44.7074,-44.7074,0
nominal,6,845.0,0.742042,40.2732,-40.2732,0
nominal,6,850.0,0.734636,65.4956,-65.4956,0
nominal,6,855.0,0.727485,50.8833,-50.8833,0
nominal,6,860.0,0.720349,59.4333,-59.4333,0
nominal,6,865.0,0.710983,74.2146,-74.2146,0
nominal,6,870.0,0.700653,85.5338,-85.5338,0
nominal,6,875.0,0.690302,79.7002,-79.7002,0
nominal,6,880.0,0.681363,58.4461,-58.4461,0
nominal,6,885.0,0.672973,65.0372,-65.0372,0
nominal,6,890.0,0.665062,58.2397,-58.2397,0
nominal,6,895.0,0.664529,-66.8594,66.8594,0
nominal,6,900.0,0.672174,-56.5705,56.5705,0
nominal,6,905.0,0.678049,-39.8432,39.8432,0
nominal,6,910.0,0.681700,-20.2509,20.2509,0
nominal,6,915.0,0.682773,2.0000,-2.0000,0
nominal,6,920.0,0.682475,2.0000,-2.0000,0
nominal,6,925.0,0.682217,2.0000,-2.0000,0
nominal,6,930.0,0.681958,2.0000,-2.0000,0
nominal,6,935.0,0.681700,2.0000,-2.0000,0
nominal,6,940.0,0.680694,25.7079,-25.7079,0
nominal,6,945.0,0.674152,74.2991,-74.2991,0
nominal,6,950.0,0.661684,112.6074,-112.6074,0
nominal,6,955.0,0.647460,107.8217,-107.8217,0
nominal,6,960.0,0.633793,103.9832,-103.9832,0
nominal,6,965.0,0.620573,100.7828,-100.7828,0
nominal,6,970.0,0.606936,94.4669,-94.4669,0
nominal,6,975.0,0.596931,69.7492,-69.7492,0
nominal,6,980.0,0.588248,56.5521,-56.5521,0
nominal,6,985.0,0.580363,63.0493,-63.0493,0
nominal,6,990.0,0.573306,43.2502,-43.2502,0
nominal,6,995.0,0.566215,50.8588,-50.8588,0
nominal,6,1000.0,0.560469,44.4306,-44.4306,0
nominal,6,1005.0,0.554415,45.7736,-45.7736,0
nominal,6,1010.0,0.549512,33.9101,-33.9101,0
nominal,6,1015.0,0.546288,20.6414,-20.6414,0
nominal,6,1020.0,0.542919,23.4560,-23.4560,0
nominal,6,1025.0,0.538839,32.0737,-32.0737,0
nominal,6,1030.0,0.534074,38.3545,-38.3545,0
nominal,6,1035.0,0.528245,48.5002,-48.5002,0
nominal,6,1040.0,0.522373,42.0160,-42.0160,0
nominal,6,1045.0,0.517384,26.3044,-26.3044,0
nominal,6,1050.0,0.513409,37.8056,-37.8056,0
nominal,6,1055.0,0.509334,40.1236,-40.1236,0
nominal,6,1060.0,0.505625,22.1305,-22.1305,0
nominal,6,1065.0,0.501317,36.8533,-36.8533,0
nominal,6,1070.0,0.496455,37.6815,-37.6815,0
nominal,6,1075.0,0.493127,27.4550,-27.4550,0
nominal,6,1080.0,0.489185,28.3167,-28.3167,0
nominal,6,1085.0,0.485522,27.8186,-27.8186,0
nominal,6,1090.0,0.482942,22.4661,-22.4661,0
nominal,6,1095.0,0.479807,32.8349,-32.8349,0
nominal,6,1100.0,0.474817,33.1111,-33.1111,0
nominal,6,1105.0,0.469649,53.9331,-53.9331,0
nominal,6,1110.0,0.462716,51.5200,-51.5200,0
nominal,6,1115.0,0.456706,43.1121,-43.1121,0
nominal,6,1120.0,0.452290,29.2066,-29.2066,0
nominal,6,1125.0,0.447887,56.1406,-56.1406,0
nominal,6,1130.0,0.440168,38.2182,-38.2182,0
nominal,6,1135.0,0.435690,28.0298,-28.0298,0
nominal,6,1140.0,0.430559,40.6537,-40.6537,0
nominal,6,1145.0,0.426379,29.6160,-29.6160,0
nominal,6,1150.0,0.423010,15.6242,-15.6242,0
nominal,6,1155.0,0.420476,21.1061,-21.1061,0
nominal,6,1160.0,0.418375,11.4708,-11.4708,0
nominal,6,1165.0,0.414220,30.5734,-30.5734,0
nominal,6,1170.0,0.409327,37.6850,-37.6850,0
nominal,6,1175.0,0.405003,36.1901,-36.1901,0
nominal,6,1180.0,0.400875,25.1713,-25.1713,0
nominal,6,1185.0,0.397832,24.7322,-24.7322,0
nominal,6,1190.0,0.394478,32.9021,-32.9021,0
nominal,6,1195.0,0.390903,22.5960,-22.5960,0
nominal,6,1200.0,0.387809,30.1581,-30.1581,0
nominal,6,1205.0,0.384387,16.0819,-16.0819,0
nominal,6,1210.0,0.381762,31.1718,-31.1718,0
nominal,6,1215.0,0.378872,14.3414,-14.3414,0
nominal,6,1220.0,0.376952,10.8746,-10.8746,0
nominal,6,1225.0,0.376178,12.7848,-12.7848,0
nominal,6,1230.0,0.373151,35.4372,-35.4372,0
nominal,6,1235.0,0.369869,26.3212,-26.3212,0
nominal,6,1240.0,0.365197,35.3403,-35.3403,0
nominal,6,1245.0,0.360854,37.1320,-37.1320,0
nominal,6,1250.0,0.355032,42.1393,-42.1393,0
nominal,6,1255.0,0.350923,39.2076,41.4063,1
nominal,6,1260.0,0.353444,77.4836,3.1303,1
nominal,6,1265.0,0.355224,67.0687,13.5452,1
nominal,6,1270.0,0.367581,-66.8588,147.4727,1
nominal,6,1275.0,0.385476,-64.3494,144.9633,1
nominal,6,1280.0,0.401963,-45.4524,126.0663,1
nominal,6,1285.0,0.415949,-23.4987,104.1126,1
nominal,6,1290.0,0.427064,2.0000,78.6139,1
nominal,6,1295.0,0.436616,2.0000,78.6139,1
nominal,6,1300.0,0.446172,2.0000,78.6139,1
nominal,6,1305.0,0.455727,2.0000,78.6139,1
nominal,6,1310.0,0.464528,24.6145,55.9994,1
nominal,6,1315.0,0.468776,65.4598,15.1541,1
nominal,6,1320.0,0.468376,98.8185,-18.2046,1
nominal,6,1325.0,0.466385,91.6051,-10.9913,1
nominal,6,1330.0,0.465418,85.2799,-4.6660,1
nominal,6,1335.0,0.465102,65.0316,15.5823,1
nominal,6,1340.0,0.467642,59.8730,20.7409,1
nominal,6,1345.0,0.469525,58.7483,21.8656,1
nominal,6,1350.0,0.472441,56.6391,23.9748,1
nominal,6,1355.0,0.475701,49.5047,31.1092,1
nominal,6,1360.0,0.478135,70.6543,9.9596,1
nominal,6,1365.0,0.480477,57.8049,22.8090,1
nominal,6,1370.0,0.483305,47.4508,33.1631,1
nominal,6,1375.0,0.488028,41.7928,38.8211,1
nominal,6,1380.0,0.492966,44.0205,36.5934,1
nominal,6,1385.0,0.497559,26.9121,53.7018,1
nominal,6,1390.0,0.503685,43.7660,36.8479,1
nominal,6,1395.0,0.508322,44.2267,36.3872,1
nominal,6,1400.0,0.512060,46.2809,34.3330,1
nominal,6,1405.0,0.516771,32.4029,48.2109,1
nominal,6,1410.0,0.522051,44.5542,36.0597,1
nominal,6,1415.0,0.526481,50.1072,30.5067,1
nominal,6,1420.0,0.530474,45.4603,35.1535,1
nominal,6,1425.0,0.534982,48.0760,32.5378,1
nominal,6,1430.0,0.538873,42.8295,37.7844,1
nominal,6,1435.0,0.543281,43.1661,37.4478,1
nominal,6,1440.0,0.548455,52.5358,28.0781,1
nominal,6,1445.0,0.552420,42.0520,38.5619,1
nominal,6,1450.0,0.557661,43.6627,36.9512,1
nominal,6,1455.0,0.561516,64.3123,16.3016,1
nominal,6,1460.0,0.565371,51.8089,28.8050,1
nominal,6,1465.0,0.568899,55.6254,24.9885,1
nominal,6,1470.0,0.574130,25.9431,54.6708,1
nominal,6,1475.0,0.579867,41.5849,39.0290,1
nominal,6,1480.0,0.584183,51.6263,28.9876,1
nominal,6,1485.0,0.587359,49.2779,31.3360,1
nominal,6,1490.0,0.586459,97.7204,-17.1065,1
nominal,6,1495.0,0.584277,97.6153,-17.0015,1
nominal,6,1500.0,0.581027,113.6632,-33.0493,1
nominal,6,1505.0,0.579368,73.5701,7.0438,1
nominal,6,1510.0,0.579126,87.1731,-6.5592,1
nominal,6,1515.0,0.578072,75.6881,4.9258,1
nominal,6,1520.0,0.578777,74.6775,5.9364,1
nominal,6,1525.0,0.578750,60.6313,19.9826,1
nominal,6,1530.0,0.579162,82.7459,-2.1320,1
nominal,6,1535.0,0.579627,75.9961,4.6178,1
nominal,6,1540.0,0.580762,63.5532,17.0607,1
nominal,6,1545.0,0.582906,52.4710,28.1429,1
nominal,6,1550.0,0.587834,27.9567,52.6571,1
nominal,6,1555.0,0.592905,39.3590,41.2549,1
nominal,6,1560.0,0.597600,41.5586,39.0553,1
nominal,6,1565.0,0.599977,65.6342,14.9797,1
nominal,6,1570.0,0.603882,31.2881,49.3258,1
nominal,6,1575.0,0.609002,38.1974,42.4165,1
nominal,6,1580.0,0.613537,49.8994,30.7145,1
nominal,6,1585.0,0.618384,33.5011,47.1128,1
nominal,6,1590.0,0.624746,34.7092,45.9047,1
nominal,6,1595.0,0.631277,16.6811,63.9328,1
nominal,6,1600.0,0.639301,11.6263,68.9876,1
nominal,6,1605.0,0.646423,25.5411,55.0727,1
nominal,6,1610.0,0.652679,39.0407,41.5732,1
nominal,6,1615.0,0.659079,26.0368,54.5771,1
nominal,6,1620.0,0.664107,39.1026,41.5113,1
nominal,6,1625.0,0.669995,31.3055,49.3084,1
nominal,6,1630.0,0.675490,37.1973,43.4166,1
nominal,6,1635.0,0.680726,40.3167,40.2971,1
nominal,6,1640.0,0.684997,45.2260,35.3879,1
nominal,6,1645.0,0.687876,66.6112,14.0027,1
nominal,6,1650.0,0.689471,74.2617,6.3522,1
nominal,6,1655.0,0.691756,53.6329,26.9810,1
nominal,6,1660.0,0.695683,43.7547,36.8592,1
nominal,6,1665.0,0.698851,50.0454,30.5684,1
nominal,6,1670.0,0.702383,56.4444,24.1695,1
nominal,6,1675.0,0.704302,61.5036,19.1103,1
nominal,6,1680.0,0.705853,60.3729,20.2409,1
nominal,6,1685.0,0.707444,67.6148,12.9991,1
nominal,6,1690.0,0.708002,80.8155,-0.2016,1
nominal,6,1695.0,0.708433,72.4527,8.1612,1
nominal,6,1700.0,0.711091,48.8285,31.7854,1
nominal,6,1705.0,0.712871,74.1969,6.4170,1
nominal,6,1710.0,0.714471,67.9856,12.6282,1
nominal,6,1715.0,0.715314,83.2003,-2.5864,1
nominal,6,1720.0,0.717216,45.9752,34.6387,1
nominal,6,1725.0,0.721086,52.1925,28.4214,1
nominal,6,1730.0,0.722987,71.6453,8.9686,1
nominal,6,1735.0,0.723879,75.0923,5.5216,1
nominal,6,1740.0,0.724270,79.7535,0.8603,1
nominal,6,1745.0,0.724047,84.7954,-4.1815,1
nominal,6,1750.0,0.723200,89.3020,-8.6881,1
nominal,6,1755.0,0.721845,92.6053,-11.9914,1
nominal,6,1760.0,0.719792,100.1813,-19.5674,1
nominal,6,1765.0,0.717223,100.6790,-20.0651,1
nominal,6,1770.0,0.714623,100.8167,-20.2028,1
nominal,6,1775.0,0.711977,101.5405,-20.9266,1
nominal,6,1780.0,0.709161,103.6214,-23.0075,1
nominal,6,1785.0,0.706421,102.7462,-22.1323,1
nominal,6,1790.0,0.703242,107.3396,-26.7257,1
nominal,6,1795.0,0.699471,110.2774,-29.6635,1
nominal,6,1800.0,0.695226,119.7628,-39.1490,1
nominal,6,1805.0,0.690215,119.5487,-38.9348,1
nominal,6,1810.0,0.685561,105.6680,-25.0541,1
nominal,6,1815.0,0.681884,119.0323,-38.4184,1
nominal,6,1820.0,0.677988,98.1649,-17.5510,1
nominal,6,1825.0,0.675352,96.1022,-15.4883,1
nominal,6,1830.0,0.674033,90.5436,-9.9297,1
nominal,6,1835.0,0.672604,96.4415,-15.8276,1
nominal,6,1840.0,0.671110,87.2063,-6.5924,1
nominal,6,1845.0,0.670293,89.0001,-8.3862,1
nominal,6,1850.0,0.669169,87.9760,-7.3621,1
nominal,6,1855.0,0.669002,80.2456,0.3683,1
nominal,6,1860.0,0.669422,78.8867,1.7272,1
nominal,6,1865.0,0.669441,68.1315,12.4824,1
nominal,6,1870.0,0.670312,74.3107,6.3032,1
nominal,6,1875.0,0.671834,64.5553,16.0586,1
nominal,6,1880.0,0.674285,58.9122,21.7016,1
nominal,6,1885.0,0.677263,54.0363,26.5776,1
nominal,6,1890.0,0.680626,52.3747,28.2392,1
nominal,6,1895.0,0.684070,51.3513,29.2626,1
nominal,6,1900.0,0.687812,61.1303,19.4836,1
nominal,6,1905.0,0.691423,58.6754,21.9385,1
nominal,6,1910.0,0.694059,70.2579,10.3560,1
nominal,6,1915.0,0.695194,68.2211,12.3927,1
nominal,6,1920.0,0.698300,63.1486,17.4653,1
nominal,6,1925.0,0.700594,62.5911,18.0228,1
nominal,6,1930.0,0.702482,68.8585,11.7553,1
nominal,6,1935.0,0.705541,57.6896,22.9243,1
nominal,6,1940.0,0.707861,66.2232,14.3906,1
nominal,6,1945.0,0.709680,65.3555,15.2584,1
nominal,6,1950.0,0.712607,45.1797,35.4342,1
nominal,6,1955.0,0.716012,67.7500,12.8639,1
nominal,6,1960.0,0.717421,70.0221,10.5918,1
nominal,6,1965.0,0.719558,51.5413,29.0726,1
nominal,6,1970.0,0.721530,66.0526,14.5613,1
nominal,6,1975.0,0.723048,68.8303,11.7836,1
nominal,6,1980.0,0.724715,64.8044,15.8095,1
nominal,6,1985.0,0.727313,55.7476,24.8663,1
nominal,6,1990.0,0.730940,40.0503,40.5636,1
nominal,6,1995.0,0.734604,48.8069,31.8070,1
nominal,6,2000.0,0.738651,48.7241,31.8898,1
nominal,6,2005.0,0.742491,50.0897,30.5242,1
nominal,6,2010.0,0.745953,52.7029,27.9110,1
nominal,6,2015.0,0.749039,54.0714,26.5425,1
nominal,6,2020.0,0.744232,69.7523,-69.7523,0
nominal,6,2025.0,0.736796,57.9378,-57.9378,0
nominal,6,2030.0,0.726961,85.9501,-85.9501,0
nominal,6,2035.0,0.715259,95.2303,-95.2303,0
nominal,6,2040.0,0.703546,88.8505,-88.8505,0
nominal,6,2045.0,0.690230,106.3028,-106.3028,0
nominal,6,2050.0,0.675825,115.6275,-115.6275,0
nominal,6,2055.0,0.659647,72.2367,-72.2367,0
nominal,6,2060.0,0.646149,132.8536,-132.8536,0
nominal,6,2065.0,0.628110,144.0993,-144.0993,0
nominal,6,2070.0,0.608308,161.3964,-161.3964,0
nominal,6,2075.0,0.587128,166.6698,-166.6698,0
nominal,6,2080.0,0.564760,183.1711,-183.1711,0
nominal,6,2085.0,0.542671,172.5851,-172.5851,0
nominal,6,2090.0,0.519606,182.1356,-182.1356,0
nominal,6,2095.0,0.496266,180.2883,-180.2883,0
nominal,6,2100.0,0.473863,166.0207,-166.0207,0
nominal,6,2105.0,0.453009,169.1495,-169.1495,0
nominal,6,2110.0,0.431054,168.9449,-168.9449,0
nominal,6,2115.0,0.410006,158.3215,-158.3215,0
nominal,6,2120.0,0.390666,141.1701,-141.1701,0
nominal,6,2125.0,0.370056,157.8300,-157.8300,0
nominal,6,2130.0,0.350106,162.4218,-162.4218,0
nominal,6,2135.0,0.339767,166.4555,-85.8417,1
nominal,6,2140.0,0.328810,164.9425,-84.3286,1
nominal,6,2145.0,0.318103,161.8759,-81.2620,1
nominal,6,2150.0,0.307933,154.2600,-73.6461,1
nominal,6,2155.0,0.299440,145.2260,-64.6122,1
nominal,6,2160.0,0.293636,126.4006,-45.7867,1
nominal,6,2165.0,0.286826,145.3483,-64.7344,1
nominal,6,2170.0,0.278649,148.0682,-67.4543,1
nominal,6,2175.0,0.269905,139.0677,-58.4539,1
nominal,6,2180.0,0.261686,147.8679,-67.2540,1
nominal,6,2185.0,0.254380,147.2093,-66.5954,1
nominal,6,2190.0,0.249965,132.5845,9.4500,1
