# Project Volt WS4 - R22a SOC trajectories, mode (b) pure series at the delivered pack, all 8 VOLT-REG seeds x 3 ordered cases
# decimated to 5.0 s (every 50th 10 Hz sample); the full-rate reference trajectory is in data/trace_series_duty_v2_nominal_seed23_10Hz.csv
# SOC is fraction of USABLE bus energy (11.083608 kWh)
case,seed,t_s,SOC,P_bus_load_kW,P_batt_bus_kW,engine_on
nominal,6,2195.0,0.250424,139.8225,2.2120,1
nominal,6,2200.0,0.250054,147.2673,-5.2328,1
nominal,6,2205.0,0.248359,156.8650,-14.8305,1
nominal,6,2210.0,0.248068,126.9933,15.0412,1
nominal,6,2215.0,0.248877,141.0097,1.0248,1
nominal,6,2220.0,0.249705,123.6324,18.4021,1
nominal,6,2225.0,0.251571,131.2382,10.7963,1
nominal,6,2230.0,0.252243,135.7852,6.2493,1
nominal,6,2235.0,0.253139,140.6637,1.3707,1
nominal,6,2240.0,0.253287,140.9002,1.1343,1
nominal,6,2245.0,0.253600,133.7787,8.2558,1
nominal,6,2250.0,0.255612,131.6200,10.4145,1
nominal,6,2255.0,0.259054,111.0018,31.0327,1
nominal,6,2260.0,0.262022,104.9160,37.1185,1
nominal,6,2265.0,0.266639,97.6006,44.4339,1
nominal,6,2270.0,0.271994,99.9495,42.0850,1
nominal,6,2275.0,0.277155,89.7325,42.2751,1
nominal,6,2280.0,0.282180,81.2456,40.5895,1
nominal,6,2285.0,0.286997,72.2593,38.6145,1
nominal,6,2290.0,0.291566,65.0157,36.7455,1
nominal,6,2295.0,0.295942,62.1833,35.1281,1
nominal,6,2300.0,0.300146,54.7753,34.3153,1
nominal,6,2305.0,0.304151,54.1992,32.5487,1
nominal,6,2310.0,0.308112,46.4152,34.1260,1
nominal,6,2315.0,0.312081,51.3149,30.4308,1
nominal,6,2320.0,0.315725,56.7189,28.1957,1
nominal,6,2325.0,0.325142,-8.6445,89.1857,1
nominal,6,2330.0,0.333355,35.7495,44.7917,1
nominal,6,2335.0,0.338705,28.0732,52.4680,1
nominal,6,2340.0,0.342706,50.1970,30.3442,1
nominal,6,2345.0,0.346329,43.9510,36.5902,1
nominal,6,2350.0,0.349885,59.1405,21.4007,1
nominal,6,2355.0,0.352272,58.5290,22.0122,1
nominal,6,2360.0,0.354881,60.2823,20.2589,1
nominal,6,2365.0,0.358081,48.0576,32.4836,1
nominal,6,2370.0,0.360015,80.9666,13.6754,1
nominal,6,2375.0,0.361668,84.3179,13.3617,1
nominal,6,2380.0,0.363242,74.1817,12.5662,1
nominal,6,2385.0,0.365286,79.8242,11.7019,1
nominal,6,2390.0,0.366860,74.5212,11.8216,1
nominal,6,2395.0,0.368515,52.0439,28.4972,1
nominal,6,2400.0,0.371161,62.5744,17.9668,1
nominal,6,2405.0,0.373083,66.5821,13.9591,1
nominal,6,2410.0,0.374684,63.6326,16.9086,1
nominal,6,2415.0,0.376486,81.3741,8.0658,1
nominal,6,2420.0,0.377608,65.2713,15.2699,1
nominal,6,2425.0,0.379040,76.2345,8.1862,1
nominal,6,2430.0,0.380279,67.4522,13.0890,1
nominal,6,2435.0,0.381260,75.5228,6.5862,1
nominal,6,2440.0,0.383056,73.5896,6.9516,1
nominal,6,2445.0,0.385229,72.0127,8.5285,1
nominal,6,2450.0,0.386644,68.6000,11.9412,1
nominal,6,2455.0,0.389151,66.5333,14.0079,1
nominal,6,2460.0,0.391583,60.3982,20.1430,1
nominal,6,2465.0,0.394314,60.4312,20.1100,1
nominal,6,2470.0,0.396732,55.8007,24.7405,1
nominal,6,2475.0,0.398828,63.4766,17.0646,1
nominal,6,2480.0,0.399463,92.2318,0.3948,1
nominal,6,2485.0,0.399606,89.2273,0.3409,1
nominal,6,2490.0,0.399724,87.2340,0.8168,1
nominal,6,2495.0,0.399812,98.5156,0.8904,1
nominal,6,2500.0,0.399905,102.2737,0.8683,1
nominal,6,2505.0,0.399766,98.0044,-17.3905,1
nominal,6,2510.0,0.398883,87.5420,-6.9282,1
nominal,6,2515.0,0.397445,95.6282,-15.0143,1
nominal,6,2520.0,0.396337,91.8099,-11.1960,1
nominal,6,2525.0,0.394611,94.3507,-13.7368,1
nominal,6,2530.0,0.394378,87.4308,-6.8169,1
nominal,6,2535.0,0.395173,77.7153,2.8986,1
nominal,6,2540.0,0.395088,86.8000,-6.1861,1
nominal,6,2545.0,0.395394,69.7541,10.8598,1
nominal,6,2550.0,0.397949,64.0340,16.5799,1
nominal,6,2555.0,0.399221,67.9100,12.7038,1
nominal,6,2560.0,0.400872,63.2105,17.4034,1
nominal,6,2565.0,0.403440,70.6198,9.9940,1
nominal,6,2570.0,0.406043,53.1822,27.4317,1
nominal,6,2575.0,0.411167,36.6323,43.9816,1
nominal,6,2580.0,0.418465,13.7138,66.9001,1
nominal,6,2585.0,0.425378,29.2247,51.3891,1
nominal,6,2590.0,0.431646,17.4848,63.1291,1
nominal,6,2595.0,0.438901,25.3165,55.2974,1
nominal,6,2600.0,0.444268,35.6453,44.9686,1
nominal,6,2605.0,0.449822,40.2179,40.3960,1
nominal,6,2610.0,0.453157,69.5500,11.0638,1
nominal,6,2615.0,0.457450,33.4858,47.1281,1
nominal,6,2620.0,0.462575,40.5735,40.0404,1
nominal,6,2625.0,0.467208,34.0366,46.5773,1
nominal,6,2630.0,0.472894,35.3983,45.2155,1
nominal,6,2635.0,0.477674,43.2324,37.3814,1
nominal,6,2640.0,0.483400,22.3029,58.3110,1
nominal,6,2645.0,0.490149,28.3169,52.2970,1
nominal,6,2650.0,0.491313,73.5038,7.1101,1
nominal,6,2655.0,0.491996,76.6381,3.9758,1
nominal,6,2660.0,0.492239,80.5629,0.0510,1
nominal,6,2665.0,0.489818,102.0043,-21.3904,1
nominal,6,2670.0,0.489024,76.0612,4.5527,1
nominal,6,2675.0,0.489877,60.1154,20.4985,1
nominal,6,2680.0,0.492194,63.9309,16.6830,1
nominal,6,2685.0,0.492860,71.0220,9.5919,1
nominal,6,2690.0,0.494931,52.8469,27.7670,1
nominal,6,2695.0,0.498987,49.3111,31.3028,1
nominal,6,2700.0,0.501729,62.5863,18.0276,1
nominal,6,2705.0,0.503914,59.4846,21.1293,1
nominal,6,2710.0,0.506576,59.2053,21.4086,1
nominal,6,2715.0,0.509041,63.1372,17.4767,1
nominal,6,2720.0,0.510966,66.2516,14.3623,1
nominal,6,2725.0,0.512539,68.8698,11.7441,1
nominal,6,2730.0,0.513861,70.3328,10.2811,1
nominal,6,2735.0,0.515081,70.6753,9.9386,1
nominal,6,2740.0,0.516291,70.6632,9.9506,1
nominal,6,2745.0,0.517471,71.3365,9.2773,1
nominal,6,2750.0,0.518475,73.6653,6.9486,1
nominal,6,2755.0,0.519061,78.2075,2.4064,1
nominal,6,2760.0,0.518950,84.8588,-4.2449,1
nominal,6,2765.0,0.517881,92.8962,-12.2823,1
nominal,6,2770.0,0.515749,101.0961,-20.4822,1
nominal,6,2775.0,0.512621,108.1207,-27.5068,1
nominal,6,2780.0,0.508723,112.9265,-32.3127,1
nominal,6,2785.0,0.504382,115.0065,-34.3926,1
nominal,6,2790.0,0.499943,114.5908,-33.9769,1
nominal,6,2795.0,0.496449,113.3266,-32.7127,1
nominal,6,2800.0,0.492666,119.6748,-39.0609,1
nominal,6,2805.0,0.488537,109.0426,-28.4287,1
nominal,6,2810.0,0.487126,81.3631,-0.7492,1
nominal,6,2815.0,0.484928,89.5290,-8.9151,1
nominal,6,2820.0,0.483299,100.6487,-20.0348,1
nominal,6,2825.0,0.479648,106.2574,-25.6435,1
nominal,6,2830.0,0.476059,106.4216,-25.8077,1
nominal,6,2835.0,0.473033,94.8041,-14.1902,1
nominal,6,2840.0,0.471939,90.6705,-10.0566,1
nominal,6,2845.0,0.469336,92.0246,-11.4107,1
nominal,6,2850.0,0.467780,103.9960,-23.3821,1
nominal,6,2855.0,0.466420,79.1152,1.4987,1
nominal,6,2860.0,0.467964,69.5369,11.0770,1
nominal,6,2865.0,0.469473,61.6624,18.9515,1
nominal,6,2870.0,0.470666,79.6344,0.9795,1
nominal,6,2875.0,0.470493,87.4144,-6.8005,1
nominal,6,2880.0,0.470180,81.8953,-1.2814,1
nominal,6,2885.0,0.470040,82.0689,-1.4550,1
nominal,6,2890.0,0.469959,85.3706,-4.7567,1
nominal,6,2895.0,0.469723,84.0038,-3.3899,1
nominal,6,2900.0,0.469687,80.7282,-0.1143,1
nominal,6,2905.0,0.470060,67.7637,12.8502,1
nominal,6,2910.0,0.472350,70.0723,10.5415,1
nominal,6,2915.0,0.472727,85.6194,-5.0055,1
nominal,6,2920.0,0.473739,63.1156,17.4983,1
nominal,6,2925.0,0.476080,73.9725,6.6414,1
nominal,6,2930.0,0.476792,69.6441,10.9698,1
nominal,6,2935.0,0.477619,76.3779,4.2360,1
nominal,6,2940.0,0.476913,81.1843,-0.5704,1
nominal,6,2945.0,0.478626,54.6227,25.9912,1
nominal,6,2950.0,0.481190,57.7237,22.8902,1
nominal,6,2955.0,0.481886,76.0262,4.5877,1
nominal,6,2960.0,0.483714,57.5896,23.0243,1
nominal,6,2965.0,0.488210,33.7771,46.8368,1
nominal,6,2970.0,0.493217,45.4625,35.1513,1
nominal,6,2975.0,0.496503,48.3942,32.2197,1
nominal,6,2980.0,0.499190,41.7118,38.9021,1
nominal,6,2985.0,0.502171,70.6027,10.0112,1
nominal,6,2990.0,0.503256,77.3087,3.3052,1
nominal,6,2995.0,0.509477,18.1562,62.4577,1
nominal,6,3000.0,0.513525,69.7071,10.9068,1
nominal,6,3005.0,0.515000,56.9609,23.6530,1
nominal,6,3010.0,0.516727,79.8529,0.7610,1
nominal,6,3015.0,0.518385,78.1040,2.5099,1
nominal,6,3020.0,0.519893,83.1464,-2.5325,1
nominal,6,3025.0,0.519992,79.7565,0.8574,1
nominal,6,3030.0,0.521222,59.7266,20.8872,1
nominal,6,3035.0,0.521923,72.4903,8.1236,1
nominal,6,3040.0,0.521880,79.8106,0.8032,1
nominal,6,3045.0,0.520880,102.1805,-21.5666,1
nominal,6,3050.0,0.519288,102.5339,-21.9200,1
nominal,6,3055.0,0.515815,109.7112,-29.0974,1
nominal,6,3060.0,0.512163,98.9808,-18.3669,1
nominal,6,3065.0,0.510639,101.2444,-20.6305,1
nominal,6,3070.0,0.508464,84.5283,-3.9144,1
nominal,6,3075.0,0.506602,94.9520,-14.3381,1
nominal,6,3080.0,0.504750,91.4000,-10.7861,1
nominal,6,3085.0,0.505055,74.1129,6.5010,1
nominal,6,3090.0,0.504816,73.8504,6.7635,1
nominal,6,3095.0,0.505704,77.2570,3.3569,1
nominal,6,3100.0,0.506022,78.4636,2.1503,1
nominal,6,3105.0,0.506600,75.6148,4.9991,1
nominal,6,3110.0,0.506050,83.1727,-2.5588,1
nominal,6,3115.0,0.506330,86.3642,-5.7503,1
nominal,6,3120.0,0.503646,95.8847,-15.2708,1
nominal,6,3125.0,0.503365,77.3404,3.2735,1
nominal,6,3130.0,0.503720,73.9076,6.7063,1
nominal,6,3135.0,0.505444,66.1525,14.4614,1
nominal,6,3140.0,0.506500,77.1807,3.4332,1
nominal,6,3145.0,0.507438,56.6638,23.9501,1
nominal,6,3150.0,0.509207,70.5418,10.0721,1
nominal,6,3155.0,0.510318,79.0918,1.5221,1
nominal,6,3160.0,0.511366,76.4177,4.1962,1
nominal,6,3165.0,0.512477,61.0918,19.5221,1
nominal,6,3170.0,0.513289,73.7291,6.8847,1
nominal,6,3175.0,0.512926,90.5106,-9.8967,1
nominal,6,3180.0,0.511336,90.0606,-9.4467,1
nominal,6,3185.0,0.509663,86.2873,-5.6734,1
nominal,6,3190.0,0.507995,84.0239,-3.4100,1
nominal,6,3195.0,0.507366,96.0927,-15.4788,1
nominal,6,3200.0,0.505736,90.4835,-9.8696,1
nominal,6,3205.0,0.505398,82.9275,-2.3136,1
nominal,6,3210.0,0.504968,84.2268,-3.6129,1
nominal,6,3215.0,0.505297,63.1342,17.4797,1
nominal,6,3220.0,0.506052,72.5538,8.0601,1
nominal,6,3225.0,0.506060,65.1236,15.4903,1
nominal,6,3230.0,0.506918,75.2414,5.3725,1
nominal,6,3235.0,0.507226,85.7867,-5.1728,1
nominal,6,3240.0,0.507708,72.6012,8.0127,1
nominal,6,3245.0,0.508269,71.8202,8.7937,1
nominal,6,3250.0,0.512552,6.3879,74.2260,1
nominal,6,3255.0,0.521515,24.9973,55.6166,1
nominal,6,3260.0,0.526479,45.5614,35.0525,1
nominal,6,3265.0,0.530833,53.4072,27.2067,1
nominal,6,3270.0,0.535665,42.9383,37.6756,1
nominal,6,3275.0,0.539876,37.5138,43.1001,1
nominal,6,3280.0,0.544781,30.8823,49.7316,1
nominal,6,3285.0,0.551480,32.5860,48.0279,1
nominal,6,3290.0,0.557191,31.5347,49.0792,1
nominal,6,3295.0,0.564049,12.9988,67.6151,1
nominal,6,3300.0,0.572145,24.0016,56.6123,1
nominal,6,3305.0,0.578307,37.5168,43.0970,1
nominal,6,3310.0,0.583931,37.3129,43.3010,1
nominal,6,3315.0,0.589915,43.3672,37.2467,1
nominal,6,3320.0,0.595747,28.8690,51.7449,1
nominal,6,3325.0,0.603085,19.3162,61.2977,1
nominal,6,3330.0,0.611191,13.0381,67.5758,1
nominal,6,3335.0,0.618294,40.4775,40.1364,1
nominal,6,3340.0,0.623981,45.0035,35.6104,1
nominal,6,3345.0,0.628651,31.8229,48.7910,1
nominal,6,3350.0,0.635265,36.4841,44.1298,1
nominal,6,3355.0,0.640987,30.9515,49.6624,1
nominal,6,3360.0,0.644524,66.9292,13.6846,1
nominal,6,3365.0,0.648735,45.7297,34.8842,1
nominal,6,3370.0,0.652804,32.7567,47.8571,1
nominal,6,3375.0,0.656905,42.7759,37.8380,1
nominal,6,3380.0,0.661312,46.1603,34.4536,1
nominal,6,3385.0,0.665203,46.2684,34.3455,1
nominal,6,3390.0,0.669146,40.8886,39.7253,1
nominal,6,3395.0,0.672621,37.1970,43.4169,1
nominal,6,3400.0,0.679133,35.9428,44.6711,1
nominal,6,3405.0,0.683869,49.2377,31.3762,1
nominal,6,3410.0,0.687855,40.4867,40.1272,1
nominal,6,3415.0,0.704392,-66.8326,147.4464,1
nominal,6,3420.0,0.722279,-66.0059,146.6198,1
nominal,6,3425.0,0.738578,-30.3963,111.0102,1
nominal,6,3430.0,0.749184,2.0000,78.6139,1
nominal,6,3435.0,0.749907,2.0000,-2.0000,0
nominal,6,3440.0,0.749648,2.0000,-2.0000,0
nominal,6,3445.0,0.749390,2.0000,-2.0000,0
nominal,6,3450.0,0.749132,2.0000,-2.0000,0
nominal,6,3455.0,0.748873,2.0000,-2.0000,0
nominal,6,3460.0,0.748615,2.0000,-2.0000,0
nominal,6,3465.0,0.748356,2.0000,-2.0000,0
nominal,6,3470.0,0.745545,44.6397,-44.6397,0
nominal,6,3475.0,0.736707,89.9784,-89.9784,0
nominal,6,3480.0,0.725422,84.8982,-84.8982,0
nominal,6,3485.0,0.714719,81.0612,-81.0612,0
nominal,6,3490.0,0.704455,77.9806,-77.9806,0
nominal,6,3495.0,0.694564,75.2349,-75.2349,0
nominal,6,3500.0,0.685017,72.6467,-72.6467,0
nominal,6,3505.0,0.675789,70.3368,-70.3368,0
nominal,6,3510.0,0.666818,68.7316,-68.7316,0
nominal,6,3515.0,0.657982,68.3494,-68.3494,0
nominal,6,3520.0,0.649079,69.7750,-69.7750,0
nominal,6,3525.0,0.639859,73.2379,-73.2379,0
nominal,6,3530.0,0.629897,92.6652,-92.6652,0
nominal,6,3535.0,0.617546,99.1686,-99.1686,0
nominal,6,3540.0,0.605520,86.3830,-86.3830,0
nominal,6,3545.0,0.593185,92.8902,-92.8902,0
nominal,6,3550.0,0.580371,95.7806,-95.7806,0
nominal,6,3555.0,0.566143,108.6016,-108.6016,0
nominal,6,3560.0,0.552020,106.2724,-106.2724,0
nominal,6,3565.0,0.538559,108.5073,-108.5073,0
nominal,6,3570.0,0.524532,108.4744,-108.4744,0
nominal,6,3575.0,0.512181,113.3756,-113.3756,0
nominal,6,3580.0,0.497404,104.3525,-104.3525,0
nominal,6,3585.0,0.483757,95.7502,-95.7502,0
nominal,6,3590.0,0.471758,101.7363,-101.7363,0
nominal,6,3595.0,0.458349,100.2448,-100.2448,0
nominal,6,3600.0,0.445149,107.1856,-107.1856,0
nominal,6,3605.0,0.430902,113.1984,-113.1984,0
nominal,6,3610.0,0.417732,81.8743,-81.8743,0
nominal,6,3615.0,0.407366,82.2761,-82.2761,0
nominal,6,3620.0,0.395879,84.7510,-84.7510,0
nominal,6,3625.0,0.384512,93.7278,-93.7278,0
nominal,6,3630.0,0.374911,79.6583,-79.6583,0
nominal,6,3635.0,0.364702,72.8362,-72.8362,0
nominal,6,3640.0,0.355480,62.3104,-62.3104,0
nominal,6,3645.0,0.350663,68.8414,11.7725,1
nominal,6,3650.0,0.351405,75.6798,4.9341,1
nominal,6,3655.0,0.353735,62.1035,18.5104,1
nominal,6,3660.0,0.355053,67.9308,12.6831,1
nominal,6,3665.0,0.356933,64.8886,15.7253,1
nominal,6,3670.0,0.359859,54.3217,26.2922,1
nominal,6,3675.0,0.361645,68.1405,12.4734,1
nominal,6,3680.0,0.365362,12.5426,68.0713,1
nominal,6,3685.0,0.369399,60.2052,20.4087,1
nominal,6,3690.0,0.371936,59.1324,21.4814,1
nominal,6,3695.0,0.375120,47.6143,32.9996,1
nominal,6,3700.0,0.378266,63.8847,16.7292,1
nominal,6,3705.0,0.380748,66.3949,14.2190,1
nominal,6,3710.0,0.382225,68.4462,12.1677,1
nominal,6,3715.0,0.384505,68.5465,12.0674,1
nominal,6,3720.0,0.385827,71.1636,9.4503,1
nominal,6,3725.0,0.387983,60.4251,20.1888,1
nominal,6,3730.0,0.391397,62.6451,17.9688,1
nominal,6,3735.0,0.393210,59.8474,20.7665,1
nominal,6,3740.0,0.397401,50.6924,29.9215,1
nominal,6,3745.0,0.400250,49.3571,31.2568,1
nominal,6,3750.0,0.405210,39.0375,41.5764,1
nominal,6,3755.0,0.410095,48.1902,32.4237,1
nominal,6,3760.0,0.413361,48.8104,31.8034,1
nominal,6,3765.0,0.417289,57.7922,22.8217,1
nominal,6,3770.0,0.419987,41.3327,39.2812,1
nominal,6,3775.0,0.424067,40.7697,39.8442,1
nominal,6,3780.0,0.427430,66.1995,14.4144,1
nominal,6,3785.0,0.430685,54.2191,26.3948,1
nominal,6,3790.0,0.434728,46.4832,34.1307,1
nominal,6,3795.0,0.439000,44.7466,35.8672,1
nominal,6,3800.0,0.443366,45.0367,35.5772,1
nominal,6,3805.0,0.447540,47.9126,32.7013,1
nominal,6,3810.0,0.451202,53.3239,27.2900,1
nominal,6,3815.0,0.454082,60.5980,20.0158,1
nominal,6,3820.0,0.456018,68.6431,11.9708,1
nominal,6,3825.0,0.456994,76.1979,4.4160,1
nominal,6,3830.0,0.457135,82.2453,-1.6314,1
nominal,6,3835.0,0.456635,86.2936,-5.6797,1
nominal,6,3840.0,0.455740,88.4862,-7.8723,1
nominal,6,3845.0,0.454648,89.5189,-8.9050,1
nominal,6,3850.0,0.453444,90.3712,-9.7573,1
nominal,6,3855.0,0.452092,91.9412,-11.3273,1
nominal,6,3860.0,0.450606,94.7016,-14.0877,1
nominal,6,3865.0,0.448539,98.5952,-17.9813,1
nominal,6,3870.0,0.445930,102.9279,-22.3141,1
nominal,6,3875.0,0.442789,106.6607,-26.0468,1
nominal,6,3880.0,0.439274,108.7487,-28.1348,1
nominal,6,3885.0,0.436229,93.1434,-12.5295,1
nominal,6,3890.0,0.433129,99.9148,-19.3009,1
nominal,6,3895.0,0.430338,101.0268,-20.4129,1
nominal,6,3900.0,0.428053,95.6502,-15.0363,1
nominal,6,3905.0,0.426741,81.3719,-0.7580,1
nominal,6,3910.0,0.425862,87.3292,-6.7154,1
nominal,6,3915.0,0.425099,86.1157,-5.5018,1
nominal,6,3920.0,0.424349,87.0288,-6.4149,1
nominal,6,3925.0,0.423372,89.4330,-8.8191,1
nominal,6,3930.0,0.422043,92.2988,-11.6849,1
nominal,6,3935.0,0.420374,94.5482,-13.9343,1
nominal,6,3940.0,0.418500,95.4095,-14.7956,1
nominal,6,3945.0,0.416621,94.6631,-14.0492,1
nominal,6,3950.0,0.414926,92.7001,-12.0862,1
nominal,6,3955.0,0.413543,89.6597,-9.0458,1
nominal,6,3960.0,0.412789,88.6627,-8.0488,1
nominal,6,3965.0,0.412145,75.6087,5.0052,1
nominal,6,3970.0,0.411136,89.8550,-9.2411,1
nominal,6,3975.0,0.409766,92.6983,-12.0844,1
nominal,6,3980.0,0.407985,96.0287,-15.4148,1
nominal,6,3985.0,0.405806,98.6635,-18.0496,1
nominal,6,3990.0,0.403765,99.4011,-18.7873,1
nominal,6,3995.0,0.401921,97.2936,-16.6797,1
nominal,6,4000.0,0.400065,93.2467,-12.6328,1
nominal,6,4005.0,0.399415,83.9133,-3.2994,1
nominal,6,4010.0,0.399296,79.4279,1.1859,1
nominal,6,4015.0,0.399981,70.5060,10.1079,1
nominal,6,4020.0,0.401803,60.8848,19.7291,1
nominal,6,4025.0,0.404797,51.3136,29.3003,1
nominal,6,4030.0,0.408938,42.0042,38.6097,1
nominal,6,4035.0,0.414206,32.6823,47.9316,1
nominal,6,4040.0,0.420631,22.9249,57.6890,1
nominal,6,4045.0,0.428286,12.4228,68.1911,1
nominal,6,4050.0,0.437291,1.4190,79.1949,1
nominal,6,4055.0,0.447579,-9.2026,89.8165,1
nominal,6,4060.0,0.459227,-20.5267,101.1406,1
nominal,6,4065.0,0.471861,-26.4877,107.1016,1
nominal,6,4070.0,0.485189,-30.8743,111.4882,1
nominal,6,4075.0,0.498803,-31.2615,111.8754,1
nominal,6,4080.0,0.512273,-28.7928,109.4067,1
nominal,6,4085.0,0.525683,-23.9958,104.6097,1
nominal,6,4090.0,0.538056,-18.3764,98.9903,1
nominal,6,4095.0,0.549730,-12.6699,93.2838,1
nominal,6,4100.0,0.560762,-7.9553,88.5692,1
nominal,6,4105.0,0.571319,-4.8769,85.4908,1
nominal,6,4110.0,0.581611,-3.5418,84.1557,1
nominal,6,4115.0,0.594161,-58.6304,139.2443,1
nominal,6,4120.0,0.610667,-27.8421,108.4560,1
nominal,6,4125.0,0.623134,-17.7815,98.3953,1
nominal,6,4130.0,0.635518,-16.6829,97.2968,1
nominal,6,4135.0,0.646364,-12.6199,93.2338,1
nominal,6,4140.0,0.657208,-4.7029,85.3168,1
nominal,6,4145.0,0.666563,1.6124,79.0015,1
nominal,6,4150.0,0.676122,-1.0697,81.6836,1
nominal,6,4155.0,0.686741,-4.3722,84.9861,1
nominal,6,4160.0,0.695509,6.9530,73.6609,1
nominal,6,4165.0,0.704883,1.2037,79.4102,1
nominal,6,4170.0,0.714816,-0.3039,80.9178,1
nominal,6,4175.0,0.725683,-7.0581,87.6719,1
nominal,6,4180.0,0.736048,-8.1200,88.7338,1
nominal,6,4185.0,0.747004,-6.8809,87.4948,1
nominal,6,4190.0,0.751689,-10.0785,10.0785,0
nominal,6,4195.0,0.752794,-4.4418,4.4418,0
nominal,6,4200.0,0.753925,-9.0476,9.0476,0
nominal,6,4205.0,0.754470,-5.6094,5.6094,0
nominal,6,4210.0,0.754628,-2.6413,2.6413,0
nominal,6,4215.0,0.754853,-4.8860,4.8860,0
nominal,6,4220.0,0.755182,6.4063,-6.4063,0
nominal,6,4225.0,0.752786,26.9043,-26.9043,0
nominal,6,4230.0,0.750508,5.2139,-5.2139,0
nominal,6,4235.0,0.748813,14.1140,-14.1140,0
nominal,6,4240.0,0.747049,16.3194,-16.3194,0
nominal,6,4245.0,0.745537,-3.0094,3.0094,0
nominal,6,4250.0,0.743916,34.1229,-34.1229,0
nominal,6,4255.0,0.740548,19.1722,-19.1722,0
nominal,6,4260.0,0.737429,31.9416,-31.9416,0
nominal,6,4265.0,0.733074,32.0833,-32.0833,0
nominal,6,4270.0,0.727011,45.8416,-45.8416,0
nominal,6,4275.0,0.720530,59.6936,-59.6936,0
nominal,6,4280.0,0.712707,51.1957,-51.1957,0
nominal,6,4285.0,0.704314,64.0503,-64.0503,0
nominal,6,4290.0,0.694727,86.8497,-86.8497,0
nominal,6,4295.0,0.684645,78.8756,-78.8756,0
nominal,6,4300.0,0.676399,44.7180,-44.7180,0
nominal,6,4305.0,0.668731,72.3699,-72.3699,0
nominal,6,4310.0,0.658726,67.1304,-67.1304,0
nominal,6,4315.0,0.648924,82.3095,-82.3095,0
nominal,6,4320.0,0.639967,66.0384,-66.0384,0
nominal,6,4325.0,0.631323,70.7328,-70.7328,0
nominal,6,4330.0,0.622701,69.0667,-69.0667,0
nominal,6,4335.0,0.614561,79.3757,-79.3757,0
nominal,6,4340.0,0.605867,65.7342,-65.7342,0
nominal,6,4345.0,0.599259,46.4221,-46.4221,0
nominal,6,4350.0,0.593854,48.6705,-48.6705,0
nominal,6,4355.0,0.588752,46.8391,-46.8391,0
nominal,6,4360.0,0.582886,43.5355,-43.5355,0
nominal,6,4365.0,0.578541,21.1794,-21.1794,0
nominal,6,4370.0,0.574219,40.1922,-40.1922,0
nominal,6,4375.0,0.569158,52.7839,-52.7839,0
nominal,6,4380.0,0.561874,64.5394,-64.5394,0
nominal,6,4385.0,0.555254,43.4845,-43.4845,0
nominal,6,4390.0,0.548855,40.3297,-40.3297,0
nominal,6,4395.0,0.545260,31.6274,-31.6274,0
nominal,6,4400.0,0.540269,46.7037,-46.7037,0
nominal,6,4405.0,0.534739,50.3144,-50.3144,0
nominal,6,4410.0,0.527847,59.3992,-59.3992,0
nominal,6,4415.0,0.520555,63.4635,-63.4635,0
nominal,6,4420.0,0.512506,61.1766,-61.1766,0
nominal,6,4425.0,0.504745,59.1016,-59.1016,0
nominal,6,4430.0,0.497205,57.8457,-57.8457,0
nominal,6,4435.0,0.489497,64.7370,-64.7370,0
nominal,6,4440.0,0.480905,66.9605,-66.9605,0
nominal,6,4445.0,0.472174,68.2714,-68.2714,0
nominal,6,4450.0,0.463283,65.8461,-65.8461,0
nominal,6,4455.0,0.454433,70.0288,-70.0288,0
nominal,6,4460.0,0.446947,30.9793,-30.9793,0
nominal,6,4465.0,0.439680,66.1216,-66.1216,0
nominal,6,4470.0,0.432854,49.0049,-49.0049,0
nominal,6,4475.0,0.426491,44.6804,-44.6804,0
nominal,6,4480.0,0.422524,44.3058,-44.3058,0
nominal,6,4485.0,0.417431,29.1901,-29.1901,0
nominal,6,4490.0,0.412546,52.6308,-52.6308,0
nominal,6,4495.0,0.408348,40.6082,-40.6082,0
nominal,6,4500.0,0.401836,48.6108,-48.6108,0
nominal,6,4505.0,0.394476,65.7458,-65.7458,0
nominal,6,4510.0,0.386418,51.6734,-51.6734,0
nominal,6,4515.0,0.379068,64.6282,-64.6282,0
nominal,6,4520.0,0.370771,70.6101,-70.6101,0
nominal,6,4525.0,0.362381,62.8426,-62.8426,0
nominal,6,4530.0,0.353544,73.0544,-73.0544,0
nominal,6,4535.0,0.351058,62.5267,18.0872,1
nominal,6,4540.0,0.351515,84.3070,-3.6931,1
nominal,6,4545.0,0.350139,93.7607,-13.1468,1
nominal,6,4550.0,0.349953,78.2591,2.3548,1
nominal,6,4555.0,0.348878,78.5567,2.0572,1
nominal,6,4560.0,0.348682,90.4612,-9.8473,1
nominal,6,4565.0,0.345704,115.8523,-35.2384,1
nominal,6,4570.0,0.341489,103.0412,-22.4274,1
nominal,6,4575.0,0.338729,114.9398,-34.3259,1
nominal,6,4580.0,0.334491,110.0459,-29.4321,1
nominal,6,4585.0,0.330460,100.3886,-19.7747,1
nominal,6,4590.0,0.327711,85.7024,-5.0885,1
nominal,6,4595.0,0.325321,105.5096,-24.8957,1
nominal,6,4600.0,0.322631,88.0274,-7.4135,1
nominal,6,4605.0,0.322229,83.2684,-2.6546,1
nominal,6,4610.0,0.321134,98.0565,-17.4426,1
