t_s,v_kmh,grade_pct,P_wheel_kW,P_direct_kW,P_bus_kW,P_batt_kW,E_batt_kWh,P_regen_capt_kW
2359.4000,84.6401,0.0610,52.7336,36.9803,20.1987,-10.7749,-2.0020,0.0000
2359.5000,84.6516,0.0672,52.5929,37.0580,19.9464,-10.5148,-2.0023,0.0000
2359.6000,84.6628,0.0733,52.7758,37.1362,20.0674,-10.6396,-2.0026,0.0000
2359.7000,84.6747,0.0795,53.2287,37.2162,20.4982,-11.0836,-2.0029,0.0000
2359.8000,84.6875,0.0856,54.3383,37.3014,21.6815,-12.3036,-2.0033,0.0000
2359.9000,84.7037,0.0917,55.4125,37.3915,22.8184,-13.4757,-2.0036,0.0000
2360.0000,84.7208,0.0979,55.8100,37.4831,23.1717,-13.8399,-2.0040,0.0000
2360.1000,84.7383,0.1040,55.9693,37.5751,23.2495,-13.9201,-2.0044,0.0000
2360.2000,84.7556,0.1101,56.0552,37.6671,23.2426,-13.9130,-2.0048,0.0000
2360.3000,84.7730,0.1162,56.1381,37.7590,23.2321,-13.9021,-2.0052,0.0000
2360.4000,84.7900,0.1223,56.5717,37.8525,23.6249,-14.3071,-2.0055,0.0000
2360.5000,84.8088,0.1284,57.2022,37.9488,24.2420,-14.9433,-2.0060,0.0000
2360.6000,84.8282,0.1345,57.2154,38.0447,24.1466,-14.8449,-2.0064,0.0000
2360.7000,84.8465,0.1406,57.0391,38.1392,23.8338,-14.5224,-2.0068,0.0000
2360.8000,84.8646,0.1467,57.1935,38.2340,23.9026,-14.5934,-2.0072,0.0000
2360.9000,84.8830,0.1528,57.2677,38.3287,23.8790,-14.5691,-2.0076,0.0000
2361.0000,84.9009,0.1588,57.4644,38.4239,23.9963,-14.6899,-2.0080,0.0000
2361.1000,84.9197,0.1649,58.3080,38.5228,24.8565,-15.5768,-2.0084,0.0000
2361.2000,84.9408,0.1709,59.7017,38.6282,26.3448,-17.1111,-2.0089,0.0000
2361.3000,84.9652,0.1769,60.8806,38.7389,27.5788,-18.3832,-2.0094,0.0000
2361.4000,84.9909,0.1830,61.7308,38.8533,28.4288,-19.2596,-2.0099,0.0000
2361.5000,85.0186,0.1890,62.2740,38.9698,28.9217,-19.7677,-2.0104,0.0000
2361.6000,85.0462,0.1950,62.4618,39.0867,29.0037,-19.8523,-2.0110,0.0000
2361.7000,85.0741,0.2010,62.3711,39.2025,28.7650,-19.6062,-2.0115,0.0000
2361.8000,85.1006,0.2070,61.6809,39.3143,27.8386,-18.6511,-2.0121,0.0000
2361.9000,85.1249,0.2129,60.3505,39.4190,26.1807,-16.9419,-2.0125,0.0000
2362.0000,85.1450,0.2189,59.1796,39.5173,24.7145,-15.4304,-2.0130,0.0000
2362.1000,85.1635,0.2248,58.4636,39.6116,23.7784,-14.4653,-2.0134,0.0000
2362.2000,85.1799,0.2308,57.5184,39.7006,22.5836,-13.2336,-2.0138,0.0000
2362.3000,85.1937,0.2367,56.9566,39.7865,21.8354,-12.4623,-2.0142,0.0000
2362.4000,85.2071,0.2426,56.9063,39.8717,21.6790,-12.3010,-2.0145,0.0000
2362.5000,85.2202,0.2485,56.8858,39.9563,21.5574,-12.1757,-2.0148,0.0000
2362.6000,85.2330,0.2544,56.9108,40.0407,21.4889,-12.1050,-2.0152,0.0000
2362.7000,85.2458,0.2602,56.8922,40.1245,21.3706,-11.9830,-2.0155,0.0000
2362.8000,85.2580,0.2661,57.0983,40.2090,21.5111,-12.1279,-2.0158,0.0000
2362.9000,85.2712,0.2719,57.7634,40.2963,22.1786,-12.8160,-2.0162,0.0000
2363.0000,85.2859,0.2777,58.7651,40.3882,23.2296,-13.8995,-2.0166,0.0000
2363.1000,85.3031,0.2836,59.8271,40.4849,24.3447,-15.0491,-2.0170,0.0000
2363.2000,85.3220,0.2893,60.7879,40.5859,25.3379,-16.0731,-2.0174,0.0000
2363.3000,85.3428,0.2951,61.1792,40.6883,25.6717,-16.4172,-2.0178,0.0000
2363.4000,85.3630,0.3009,61.1851,40.7903,25.5607,-16.3028,-2.0183,0.0000
2363.5000,85.3833,0.3066,61.1048,40.8914,25.3512,-16.0868,-2.0188,0.0000
2363.6000,85.4026,0.3123,60.2430,40.9877,24.2444,-14.9457,-2.0192,0.0000
2363.7000,85.4186,0.3180,58.9960,41.0773,22.7003,-13.3539,-2.0196,0.0000
2363.8000,85.4319,0.3237,57.8190,41.1606,21.2443,-11.8529,-2.0199,0.0000
2363.9000,85.4422,0.3294,56.5268,41.2370,19.6633,-10.2229,-2.0202,0.0000
2364.0000,85.4493,0.3350,55.6041,41.3085,18.5148,-9.0389,-2.0205,0.0000
2364.1000,85.4551,0.3407,55.9118,41.3811,18.7862,-9.3188,-2.0208,0.0000
2364.2000,85.4632,0.3463,56.8648,41.4582,19.7982,-10.3620,-2.0210,0.0000
2364.3000,85.4728,0.3519,58.2223,41.5416,21.2701,-11.8795,-2.0213,0.0000
2364.4000,85.4864,0.3574,59.8491,41.6327,23.0441,-13.7084,-2.0217,0.0000
2364.5000,85.5027,0.3630,60.6807,41.7274,23.8954,-14.5860,-2.0221,0.0000
2364.6000,85.5195,0.3685,61.0122,41.8234,24.1675,-14.8665,-2.0225,0.0000
2364.7000,85.5368,0.3740,61.5558,41.9215,24.6821,-15.3970,-2.0229,0.0000
2364.8000,85.5555,0.3795,62.6086,42.0245,25.7794,-16.5282,-2.0234,0.0000
2364.9000,85.5769,0.3850,63.9114,42.1333,27.1587,-17.9501,-2.0238,0.0000
2365.0000,85.6008,0.3904,65.2086,42.2481,28.5246,-19.3583,-2.0244,0.0000
2365.1000,85.6275,0.3958,65.9016,42.3658,29.1892,-20.0435,-2.0249,0.0000
2365.2000,85.6539,0.4012,65.7885,42.4824,28.9240,-19.7701,-2.0255,0.0000
2365.3000,85.6795,0.4066,64.9719,42.5942,27.8514,-18.6643,-2.0260,0.0000
2365.4000,85.7018,0.4120,63.7723,42.6996,26.3439,-17.1101,-2.0265,0.0000
2365.5000,85.7216,0.4173,62.7878,42.7995,25.0910,-15.8186,-2.0269,0.0000
2365.6000,85.7391,0.4226,61.5911,42.8930,23.6006,-14.2821,-2.0274,0.0000
2365.7000,85.7531,0.4279,60.0560,42.9784,21.7285,-12.3520,-2.0277,0.0000
2365.8000,85.7634,0.4331,58.5142,43.0557,19.8582,-10.4239,-2.0280,0.0000
2365.9000,85.7702,0.4384,57.1673,43.1259,18.2210,-8.7360,-2.0283,0.0000
2366.0000,85.7741,0.4436,55.9733,43.1898,16.7679,-7.2380,-2.0285,0.0000
2366.1000,85.7753,0.4488,55.6885,43.2520,16.3670,-6.8247,-2.0287,0.0000
2366.2000,85.7776,0.4539,56.3719,43.3173,17.0811,-7.5609,-2.0289,0.0000
2366.3000,85.7815,0.4590,57.5347,43.3880,18.3427,-8.8615,-2.0292,0.0000
2366.4000,85.7885,0.4641,59.2434,43.4669,20.2255,-10.8025,-2.0294,0.0000
2366.5000,85.7995,0.4692,60.8635,43.5535,21.9971,-12.6289,-2.0298,0.0000
2366.6000,85.8132,0.4743,61.8625,43.6446,23.0460,-13.7103,-2.0301,0.0000
2366.7000,85.8282,0.4793,62.3923,43.7378,23.5502,-14.2301,-2.0305,0.0000
2366.8000,85.8438,0.4843,62.6696,43.8320,23.7617,-14.4481,-2.0309,0.0000
2366.9000,85.8596,0.4893,62.6731,43.9258,23.6575,-14.3407,-2.0313,0.0000
2367.0000,85.8748,0.4942,62.5660,44.0185,23.4267,-14.1028,-2.0317,0.0000
2367.1000,85.8896,0.4991,62.4728,44.1103,23.2130,-13.8824,-2.0321,0.0000
2367.2000,85.9040,0.5040,62.2414,44.2005,22.8414,-13.4994,-2.0325,0.0000
2367.3000,85.9173,0.5088,61.3090,44.2856,21.6659,-12.2875,-2.0328,0.0000
2367.4000,85.9272,0.5137,59.5743,44.3617,19.5741,-10.1310,-2.0331,0.0000
2367.5000,85.9325,0.5185,57.5943,44.4275,17.2107,-7.6945,-2.0334,0.0000
2367.6000,85.9333,0.5232,55.8331,44.4843,15.1105,-5.5293,-2.0336,0.0000
2367.7000,85.9306,0.5280,54.5108,44.5341,13.5254,-3.8952,-2.0337,0.0000
2367.8000,85.9253,0.5327,53.7827,44.5802,12.6311,-2.9732,-2.0338,0.0000
2367.9000,85.9191,0.5373,53.8832,44.6264,12.6937,-3.0378,-2.0339,0.0000
2368.0000,85.9139,0.5420,54.5332,44.6757,13.3877,-3.7532,-2.0340,0.0000
2368.1000,85.9103,0.5466,54.9478,44.7268,13.8076,-4.1862,-2.0341,0.0000
2368.2000,85.9067,0.5511,55.1590,44.7787,13.9916,-4.3758,-2.0342,0.0000
2368.3000,85.9037,0.5557,55.5410,44.8323,14.3711,-4.7671,-2.0343,0.0000
2368.4000,85.9014,0.5602,56.1127,44.8884,14.9666,-5.3810,-2.0345,0.0000
2368.5000,85.9007,0.5647,57.2224,44.9498,16.1777,-6.6295,-2.0346,0.0000
2368.6000,85.9030,0.5691,58.9649,45.0195,18.1102,-8.6218,-2.0349,0.0000
2368.7000,85.9096,0.5735,60.6286,45.0972,19.9424,-10.5107,-2.0351,0.0000
2368.8000,85.9189,0.5779,61.8682,45.1806,21.2780,-11.8876,-2.0354,0.0000
2368.9000,85.9306,0.5823,62.4525,45.2665,21.8537,-12.4811,-2.0358,0.0000
2369.0000,85.9421,0.5866,61.7696,45.3486,20.9700,-11.5701,-2.0361,0.0000
2369.1000,85.9504,0.5909,60.6127,45.4246,19.5458,-10.1019,-2.0364,0.0000
2369.2000,85.9565,0.5951,60.1116,45.4976,18.8825,-9.4180,-2.0367,0.0000
2369.3000,85.9622,0.5993,60.6966,45.5733,19.4709,-10.0246,-2.0369,0.0000
2369.4000,85.9705,0.6035,62.4496,45.6572,21.3991,-12.0125,-2.0373,0.0000
2369.5000,85.9837,0.6076,65.1131,45.7540,24.3642,-15.0693,-2.0376,0.0000
2369.6000,86.0033,0.6117,67.6767,45.8631,27.1998,-17.9925,-2.0381,0.0000
2369.7000,86.0273,0.6158,69.3458,45.9799,28.9930,-19.8412,-2.0386,0.0000
2369.8000,86.0538,0.6199,69.6382,46.0976,29.1948,-20.0492,-2.0392,0.0000
2369.9000,86.0786,0.6239,69.0484,46.2118,28.3815,-19.2108,-2.0397,0.0000
2370.0000,86.1021,0.6278,68.1783,46.3211,27.2502,-18.0445,-2.0402,0.0000
2370.1000,86.1227,0.6318,67.0369,46.4241,25.8124,-16.5623,-2.0407,0.0000
2370.2000,86.1408,0.6357,66.1572,46.5223,24.6828,-15.3977,-2.0412,0.0000
2370.3000,86.1571,0.6395,65.9495,46.6190,24.3313,-15.0353,-2.0416,0.0000
2370.4000,86.1738,0.6434,65.7566,46.7142,23.9983,-14.6921,-2.0420,0.0000
2370.5000,86.1889,0.6472,65.3049,46.8067,23.3697,-14.0440,-2.0424,0.0000
2370.6000,86.2034,0.6509,65.4271,46.8993,23.4038,-14.0792,-2.0428,0.0000
2370.7000,86.2186,0.6546,66.0664,46.9947,24.0323,-14.7271,-2.0432,0.0000
2370.8000,86.2355,0.6583,66.8573,47.0935,24.8318,-15.5513,-2.0436,0.0000
2370.9000,86.2539,0.6620,67.0876,47.1930,24.9829,-15.7071,-2.0440,0.0000
2371.0000,86.2714,0.6656,66.3845,47.2884,24.0604,-14.7560,-2.0445,0.0000
2371.1000,86.2863,0.6691,65.1811,47.3775,22.5673,-13.2168,-2.0448,0.0000
2371.2000,86.2983,0.6727,63.9844,47.4601,21.0894,-11.6931,-2.0452,0.0000
2371.3000,86.3076,0.6762,62.6931,47.5359,19.5101,-10.0650,-2.0455,0.0000
2371.4000,86.3136,0.6796,62.1890,47.6088,18.8435,-9.3778,-2.0458,0.0000
2371.5000,86.3205,0.6830,63.0876,47.6858,19.7926,-10.3563,-2.0460,0.0000
2371.6000,86.3301,0.6864,64.4383,47.7691,21.2568,-11.8657,-2.0463,0.0000
2371.7000,86.3426,0.6898,65.5320,47.8575,22.4181,-13.0630,-2.0467,0.0000
2371.8000,86.3567,0.6931,66.4639,47.9501,23.3877,-14.0626,-2.0471,0.0000
2371.9000,86.3729,0.6963,67.4112,48.0469,24.3702,-15.0755,-2.0475,0.0000
2372.0000,86.3908,0.6996,68.6491,48.1494,25.6819,-16.4277,-2.0479,0.0000
2372.1000,86.4121,0.7027,70.2268,48.2592,27.3776,-18.1759,-2.0484,0.0000
2372.2000,86.4366,0.7059,71.6136,48.3754,28.8455,-19.6891,-2.0489,0.0000
2372.3000,86.4635,0.7090,72.7997,48.4969,30.0753,-20.9570,-2.0495,0.0000
2372.4000,86.4928,0.7121,74.0828,48.6242,31.4106,-22.3335,-2.0501,0.0000
2372.5000,86.5249,0.7151,75.1447,48.7562,32.4848,-23.4410,-2.0507,0.0000
2372.6000,86.5583,0.7181,75.7799,48.8906,33.0634,-24.0375,-2.0514,0.0000
2372.7000,86.5928,0.7210,76.7445,49.0292,34.0175,-25.0211,-2.0521,0.0000
2372.8000,86.6300,0.7240,77.7285,49.1720,34.9893,-26.0230,-2.0528,0.0000
2372.9000,86.6683,0.7268,77.7261,49.3140,34.8225,-25.8510,-2.0535,0.0000
2373.0000,86.7049,0.7297,76.8170,49.4509,33.6142,-24.6054,-2.0542,0.0000
2373.1000,86.7388,0.7324,75.7320,49.5816,32.2098,-23.1575,-2.0549,0.0000
2373.2000,86.7703,0.7352,74.5010,49.7056,30.6444,-21.5437,-2.0555,0.0000
2373.3000,86.7984,0.7379,73.0428,49.8217,28.8257,-19.6687,-2.0560,0.0000
2373.4000,86.8232,0.7406,72.0476,49.9323,27.5483,-18.3519,-2.0566,0.0000
2373.5000,86.8466,0.7432,71.5965,50.0401,26.9027,-17.6862,-2.0571,0.0000
2373.6000,86.8691,0.7458,71.0610,50.1446,26.1632,-16.9239,-2.0576,0.0000
2373.7000,86.8898,0.7483,70.7993,50.2474,25.7422,-16.4898,-2.0580,0.0000
2373.8000,86.9108,0.7509,71.1518,50.3514,26.0293,-16.7859,-2.0585,0.0000
2373.9000,86.9328,0.7533,71.3552,50.4559,26.1435,-16.9036,-2.0589,0.0000
2374.0000,86.9544,0.7557,71.4080,50.5601,26.0841,-16.8423,-2.0594,0.0000
2374.1000,86.9763,0.7581,71.4913,50.6643,26.0601,-16.8176,-2.0599,0.0000
2374.2000,86.9979,0.7605,71.3889,50.7674,25.8227,-16.5728,-2.0603,0.0000
2374.3000,87.0190,0.7628,71.0091,50.8681,25.2675,-16.0005,-2.0608,0.0000
2374.4000,87.0386,0.7650,70.9916,50.9682,25.1316,-15.8604,-2.0612,0.0000
2374.5000,87.0594,0.7672,71.7193,51.0714,25.8531,-16.6041,-2.0617,0.0000
2374.6000,87.0819,0.7694,73.0870,51.1810,27.3066,-18.1026,-2.0622,0.0000
2374.7000,87.1083,0.7715,74.5788,51.2974,28.8955,-19.7406,-2.0627,0.0000
2374.8000,87.1369,0.7736,76.1851,51.4212,30.6080,-21.5061,-2.0633,0.0000
2374.9000,87.1699,0.7757,77.6787,51.5518,32.1826,-23.1294,-2.0639,0.0000
2375.0000,87.2047,0.7777,78.8205,51.6875,33.3449,-24.3277,-2.0646,0.0000
2375.1000,87.2422,0.7796,79.7292,51.8270,34.2335,-25.2437,-2.0652,0.0000
2375.2000,87.2804,0.7815,79.7244,51.9658,34.0676,-25.0727,-2.0659,0.0000
2375.3000,87.3176,0.7834,79.4146,52.1024,33.5519,-24.5411,-2.0666,0.0000
2375.4000,87.3541,0.7852,79.3286,52.2378,33.2961,-24.2774,-2.0673,0.0000
2375.5000,87.3904,0.7870,78.7287,52.3696,32.4509,-23.4060,-2.0680,0.0000
2375.6000,87.4239,0.7888,77.7569,52.4959,31.1822,-22.0982,-2.0686,0.0000
2375.7000,87.4557,0.7905,77.1936,52.6188,30.3896,-21.2810,-2.0692,0.0000
2375.8000,87.4864,0.7921,76.3785,52.7370,29.3114,-20.1695,-2.0698,0.0000
2375.9000,87.5143,0.7938,74.9850,52.8477,27.5737,-18.3780,-2.0703,0.0000
2376.0000,87.5387,0.7953,73.5323,52.9506,25.7766,-16.5254,-2.0708,0.0000
2376.1000,87.5601,0.7969,72.1112,53.0459,24.0248,-14.7194,-2.0712,0.0000
2376.2000,87.5781,0.7984,70.7901,53.1342,22.3967,-13.0409,-2.0716,0.0000
2376.3000,87.5936,0.7998,69.8114,53.2172,21.1702,-11.7765,-2.0720,0.0000
2376.4000,87.6071,0.8012,68.6676,53.2940,19.7600,-10.3226,-2.0723,0.0000
2376.5000,87.6175,0.8026,67.4524,53.3645,18.2749,-8.7916,-2.0725,0.0000
2376.6000,87.6257,0.8039,66.1482,53.4281,16.6946,-7.1625,-2.0728,0.0000
2376.7000,87.6302,0.8052,64.8239,53.4848,15.0993,-5.5179,-2.0729,0.0000
2376.8000,87.6326,0.8064,63.7022,53.5356,13.7447,-4.1213,-2.0731,0.0000
2376.9000,87.6322,0.8076,63.1535,53.5835,13.0556,-3.4109,-2.0732,0.0000
2377.0000,87.6321,0.8087,63.3587,53.6321,13.2364,-3.5973,-2.0733,0.0000
2377.1000,87.6325,0.8098,63.9697,53.6835,13.8829,-4.2638,-2.0734,0.0000
2377.2000,87.6350,0.8109,64.4249,53.7370,14.3471,-4.7423,-2.0735,0.0000
2377.3000,87.6373,0.8119,64.7148,53.7916,14.6188,-5.0225,-2.0736,0.0000
2377.4000,87.6410,0.8129,65.0832,53.8478,14.9795,-5.3943,-2.0738,0.0000
2377.5000,87.6447,0.8138,64.7771,53.9021,14.5631,-4.9651,-2.0739,0.0000
2377.6000,87.6470,0.8147,63.9666,53.9522,13.5689,-3.9401,-2.0741,0.0000
2377.7000,87.6472,0.8155,62.9836,53.9971,12.3814,-2.7158,-2.0741,0.0000
2377.8000,87.6452,0.8163,61.4818,54.0344,10.6035,-0.8830,-2.0742,0.0000
2377.9000,87.6389,0.8171,59.7194,54.0627,8.5349,1.1758,-2.0742,0.0000
2378.0000,87.6292,0.8178,58.2248,54.0834,6.7843,2.8739,-2.0741,0.0000
2378.1000,87.6165,0.8184,56.9281,54.0975,5.2699,4.3428,-2.0740,0.0000
2378.2000,87.6013,0.8191,56.1143,54.1075,4.3183,5.2659,-2.0739,0.0000
2378.3000,87.5851,0.8196,55.9926,54.1169,4.1668,5.4128,-2.0738,0.0000
2378.4000,87.5695,0.8202,56.2359,54.1275,4.4357,5.1520,-2.0736,0.0000
2378.5000,87.5544,0.8207,56.4291,54.1389,4.6457,4.9483,-2.0735,0.0000
2378.6000,87.5396,0.8211,56.5590,54.1510,4.7819,4.8162,-2.0733,0.0000
2378.7000,87.5252,0.8215,57.1027,54.1656,5.3930,4.2234,-2.0732,0.0000
2378.8000,87.5128,0.8219,58.2281,54.1859,6.6697,2.9850,-2.0731,0.0000
2378.9000,87.5033,0.8222,60.1714,54.2156,8.8802,0.8408,-2.0731,0.0000
2379.0000,87.4994,0.8225,62.8507,54.2586,11.9258,-2.2462,-2.0731,0.0000
2379.1000,87.5014,0.8228,65.5616,54.3148,14.9926,-5.4078,-2.0732,0.0000
2379.2000,87.5091,0.8230,67.7469,54.3817,17.4400,-7.9309,-2.0734,0.0000
2379.3000,87.5206,0.8231,69.2183,54.4555,19.0545,-9.5953,-2.0736,0.0000
2379.4000,87.5345,0.8232,70.3157,54.5344,20.2311,-10.8083,-2.0739,0.0000
2379.5000,87.5506,0.8233,71.7323,54.6199,21.7688,-12.3936,-2.0742,0.0000
2379.6000,87.5706,0.8234,73.7542,54.7151,23.9945,-14.6881,-2.0746,0.0000
2379.7000,87.5952,0.8233,75.3213,54.8176,25.6864,-16.4323,-2.0750,0.0000
2379.8000,87.6217,0.8233,76.2023,54.9240,26.5813,-17.3549,-2.0755,0.0000
2379.9000,87.6500,0.8232,76.0439,55.0291,26.2770,-17.0412,-2.0760,0.0000
2380.0000,87.6756,0.8231,74.8982,55.1280,24.8391,-15.5589,-2.0764,0.0000
2380.1000,87.6987,0.8229,73.8534,55.2211,23.5246,-14.2037,-2.0768,0.0000
2380.2000,87.7198,0.8227,73.9222,55.3142,23.4966,-14.1748,-2.0772,0.0000
2380.3000,87.7430,0.8225,75.1463,55.4128,24.7967,-15.5151,-2.0776,0.0000
2380.4000,87.7692,0.8222,76.6639,55.5186,26.4278,-17.1966,-2.0781,0.0000
2380.5000,87.7988,0.8218,78.1904,55.6314,28.0610,-18.8803,-2.0786,0.0000
2380.6000,87.8313,0.8215,79.3073,55.7491,29.2151,-20.0702,-2.0791,0.0000
2380.7000,87.8655,0.8210,80.0750,55.8702,29.9622,-20.8404,-2.0797,0.0000
2380.8000,87.9011,0.8206,80.3828,55.9921,30.1769,-21.0617,-2.0803,0.0000
2380.9000,87.9364,0.8201,79.9523,56.1113,29.5418,-20.4070,-2.0809,0.0000
2381.0000,87.9699,0.8196,79.1428,56.2259,28.4743,-19.3065,-2.0814,0.0000
2381.1000,88.0015,0.8190,78.7193,56.3378,27.8558,-18.6688,-2.0819,0.0000
2381.2000,88.0330,0.8184,78.1588,56.4464,27.0828,-17.8720,-2.0825,0.0000
2381.3000,88.0620,0.8177,77.0560,56.5489,25.6904,-16.4365,-2.0829,0.0000
2381.4000,88.0886,0.8170,76.5303,56.6483,24.9682,-15.6920,-2.0834,0.0000
2381.5000,88.1152,0.8163,76.3487,56.7463,24.6452,-15.3590,-2.0838,0.0000
2381.6000,88.1409,0.8156,75.1303,56.8378,23.1320,-13.7990,-2.0842,0.0000
2381.7000,88.1621,0.8147,72.5861,56.9162,20.1024,-10.6756,-2.0845,0.0000
2381.8000,88.1768,0.8139,69.9092,56.9808,16.9353,-7.4106,-2.0848,0.0000
2381.9000,88.1865,0.8130,67.9212,57.0352,14.5758,-4.9781,-2.0850,0.0000
2382.0000,88.1927,0.8121,65.9544,57.0796,12.2524,-2.5828,-2.0851,0.0000
2382.1000,88.1940,0.8111,64.2952,57.1155,10.2942,-0.5641,-2.0851,0.0000
2382.2000,88.1931,0.8101,64.1447,57.1505,10.0800,-0.3432,-2.0851,0.0000
2382.3000,88.1939,0.8091,64.5807,57.1874,10.5409,-0.8184,-2.0851,0.0000
2382.4000,88.1949,0.8080,64.2108,57.2224,10.0733,-0.3364,-2.0852,0.0000
2382.5000,88.1942,0.8069,63.7114,57.2547,9.4590,0.2794,-2.0852,0.0000
2382.6000,88.1931,0.8058,62.9800,57.2831,8.5812,1.1309,-2.0851,0.0000
2382.7000,88.1893,0.8046,61.3119,57.3032,6.6310,3.0225,-2.0851,0.0000
2382.8000,88.1813,0.8034,59.4314,57.3138,4.4464,5.1416,-2.0850,0.0000
2382.9000,88.1696,0.8021,57.7002,57.3157,2.4442,7.0838,-2.0848,0.0000
2383.0000,88.1542,0.8009,56.4202,56.4202,2.0000,7.5146,-2.0846,0.0000
2383.1000,88.1372,0.7995,56.6328,56.6328,2.0000,7.5146,-2.0844,0.0000
2383.2000,88.1230,0.7982,58.1426,57.3120,2.9595,6.5839,-2.0842,0.0000
2383.3000,88.1127,0.7968,59.8356,57.3246,4.9008,4.7009,-2.0840,0.0000
2383.4000,88.1059,0.7954,61.6591,57.3461,6.9824,2.6817,-2.0839,0.0000
2383.5000,88.1035,0.7939,62.7638,57.3731,8.2275,1.4739,-2.0839,0.0000
2383.6000,88.1015,0.7924,62.2384,57.3973,7.5925,2.0899,-2.0838,0.0000
2383.7000,88.0970,0.7909,61.0901,57.4157,6.2448,3.3971,-2.0838,0.0000
2383.8000,88.0902,0.7893,60.4088,57.4306,5.4406,4.1773,-2.0837,0.0000
2383.9000,88.0829,0.7877,60.2208,57.4444,5.2074,4.4035,-2.0835,0.0000
2384.0000,88.0756,0.7861,60.7404,57.4608,5.7886,3.8397,-2.0834,0.0000
2384.1000,88.0706,0.7844,61.7706,57.4823,6.9540,2.7092,-2.0833,0.0000
2384.2000,88.0678,0.7828,62.5180,57.5073,7.7885,1.8998,-2.0833,0.0000
2384.3000,88.0662,0.7810,62.4011,57.5317,7.6253,2.0580,-2.0832,0.0000
2384.4000,88.0630,0.7793,61.7474,57.5527,6.8459,2.8140,-2.0831,0.0000
2384.5000,88.0588,0.7775,61.4626,57.5721,6.4944,3.1551,-2.0831,0.0000
2384.6000,88.0545,0.7757,61.0505,57.5894,5.9984,3.6362,-2.0830,0.0000
2384.7000,88.0487,0.7738,60.4620,57.6037,5.3020,4.3117,-2.0829,0.0000
2384.8000,88.0420,0.7719,60.4934,57.6181,5.3216,4.2927,-2.0827,0.0000
2384.9000,88.0365,0.7700,60.5051,57.6324,5.3185,4.2956,-2.0826,0.0000
2385.0000,88.0301,0.7681,59.8877,57.6437,4.5923,5.0000,-2.0825,0.0000
2385.1000,88.0220,0.7661,59.3234,57.6520,3.9308,5.6418,-2.0823,0.0000
2385.2000,88.0134,0.7641,58.4496,57.6560,2.9168,6.6254,-2.0822,0.0000
2385.3000,88.0018,0.7621,56.6723,56.6723,2.0000,7.5146,-2.0820,0.0000
2385.4000,87.9857,0.7600,54.9463,54.9463,2.0000,7.5146,-2.0818,0.0000
2385.5000,87.9670,0.7579,53.0172,53.0172,2.0000,7.5146,-2.0816,0.0000
2385.6000,87.9429,0.7558,50.4364,50.4364,2.0000,7.5146,-2.0813,0.0000
2385.7000,87.9134,0.7537,48.9012,48.9012,2.0000,7.5146,-2.0811,0.0000
2385.8000,87.8830,0.7515,48.6272,48.6272,2.0000,7.5146,-2.0809,0.0000
2385.9000,87.8526,0.7493,48.4812,48.4812,2.0000,7.5146,-2.0807,0.0000
2386.0000,87.8220,0.7471,48.8070,48.8070,2.0000,7.5146,-2.0805,0.0000
2386.1000,87.7933,0.7449,49.6508,49.6508,2.0000,7.5146,-2.0803,0.0000
2386.2000,87.7666,0.7426,49.6793,49.6793,2.0000,7.5146,-2.0801,0.0000
2386.3000,87.7384,0.7403,48.8676,48.8676,2.0000,7.5146,-2.0799,0.0000
2386.4000,87.7085,0.7380,47.6004,47.6004,2.0000,7.5146,-2.0797,0.0000
2386.5000,87.6752,0.7356,45.8821,45.8821,2.0000,7.5146,-2.0795,0.0000
2386.6000,87.6383,0.7332,44.8613,44.8613,2.0000,7.5146,-2.0793,0.0000
2386.7000,87.6009,0.7308,44.9740,44.9740,2.0000,7.5146,-2.0790,0.0000
2386.8000,87.5649,0.7284,45.4953,45.4953,2.0000,7.5146,-2.0788,0.0000
2386.9000,87.5301,0.7260,46.1442,46.1442,2.0000,7.5146,-2.0786,0.0000
2387.0000,87.4973,0.7235,47.2622,47.2622,2.0000,7.5146,-2.0784,0.0000
2387.1000,87.4677,0.7210,48.5355,48.5355,2.0000,7.5146,-2.0782,0.0000
2387.2000,87.4407,0.7185,49.6064,49.6064,2.0000,7.5146,-2.0780,0.0000
2387.3000,87.4161,0.7160,50.3079,50.3079,2.0000,7.5146,-2.0778,0.0000
2387.4000,87.3924,0.7134,50.4442,50.4442,2.0000,7.5146,-2.0776,0.0000
2387.5000,87.3687,0.7109,50.3007,50.3007,2.0000,7.5146,-2.0774,0.0000
2387.6000,87.3447,0.7083,50.1848,50.1848,2.0000,7.5146,-2.0772,0.0000
2387.7000,87.3208,0.7056,49.9525,49.9525,2.0000,7.5146,-2.0770,0.0000
2387.8000,87.2962,0.7030,49.7980,49.7980,2.0000,7.5146,-2.0768,0.0000
2387.9000,87.2719,0.7004,50.0296,50.0296,2.0000,7.5146,-2.0765,0.0000
2388.0000,87.2486,0.6977,49.9237,49.9237,2.0000,7.5146,-2.0763,0.0000
2388.1000,87.2242,0.6950,48.8922,48.8922,2.0000,7.5146,-2.0761,0.0000
2388.2000,87.1968,0.6923,47.6074,47.6074,2.0000,7.5146,-2.0759,0.0000
2388.3000,87.1672,0.6895,46.4298,46.4298,2.0000,7.5146,-2.0757,0.0000
2388.4000,87.1350,0.6868,45.7007,45.7007,2.0000,7.5146,-2.0755,0.0000
