t_s,v_kmh,v_ms,grade_pct,dist_m,P_wheel_kW
446.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
447.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
448.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
449.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
450.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
451.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
452.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
453.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
454.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
455.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
456.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
457.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
458.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
459.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
460.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
461.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
462.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
463.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
464.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
465.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
466.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
467.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
468.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
469.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
470.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
471.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
472.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
473.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
474.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
475.0000,0.0000,0.0000,0.0000,3524.7414,0.0000
476.0000,3.0097,0.8360,0.0000,3525.1251,5.8174
477.0000,6.3470,1.7631,0.0000,3526.4250,12.2291
478.0000,9.6570,2.6825,0.0000,3528.6487,18.4176
479.0000,12.9053,3.5848,0.0000,3531.7843,24.0972
480.0000,16.0464,4.4573,0.0000,3535.8084,28.9150
481.0000,19.0286,5.2857,0.0000,3540.6842,32.5283
482.0000,21.8004,6.0557,0.0000,3546.3602,34.6954
483.0000,24.3177,6.7549,0.0000,3552.7718,35.3479
484.0000,26.5382,7.3717,0.0000,3559.8433,32.1133
485.0000,27.9714,7.7698,0.0000,3567.4298,22.4692
486.0000,28.8731,8.0203,0.0000,3575.3368,15.3947
487.0000,29.3426,8.1507,0.0000,3583.4250,13.4056
488.0000,29.8520,8.2922,0.0000,3591.6486,13.4243
489.0000,30.3545,8.4318,0.0000,3600.0100,13.6322
490.0000,30.6948,8.5263,0.0000,3608.4924,11.2816
491.0000,30.9062,8.5850,0.0000,3617.0517,8.5070
492.0000,30.8309,8.5641,0.0000,3625.6343,3.0014
493.0000,30.5716,8.4921,0.0000,3634.1632,2.3548
494.0000,30.3332,8.4259,0.0000,3642.6243,0.8452
495.0000,30.1129,8.3647,0.0000,3651.0122,4.8176
496.0000,29.9560,8.3211,0.0000,3659.3562,4.5324
497.0000,29.8887,8.3024,0.0000,3667.6677,4.6173
498.0000,29.7921,8.2756,0.0000,3675.9563,4.6394
499.0000,29.6621,8.2395,0.0000,3684.2177,2.4170
500.0000,29.4710,8.1864,0.0000,3692.4281,-4.7553
501.0000,24.9091,6.9192,0.0000,3700.0885,-69.9293
502.0000,19.2396,5.3443,0.0000,3706.2203,-54.2729
503.0000,13.5701,3.7695,0.0000,3710.7772,-38.4161
504.0000,7.9005,2.1946,0.0000,3713.7592,-22.4179
505.0000,3.1344,0.8707,0.0000,3715.2203,-4.4163
506.0000,1.2181,0.3384,0.0000,3715.7839,-0.5466
507.0000,0.4734,0.1315,0.0000,3716.0030,-0.0357
508.0000,0.0000,0.0000,0.0000,3716.0855,-0.0000
509.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
510.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
511.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
512.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
513.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
514.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
515.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
516.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
517.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
518.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
519.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
520.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
521.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
522.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
523.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
524.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
525.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
526.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
527.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
528.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
529.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
530.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
531.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
532.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
533.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
534.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
535.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
536.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
537.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
538.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
539.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
540.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
541.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
542.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
543.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
544.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
545.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
546.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
547.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
548.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
549.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
550.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
551.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
552.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
553.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
554.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
555.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
556.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
557.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
558.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
559.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
560.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
561.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
562.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
563.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
564.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
565.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
566.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
567.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
568.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
569.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
570.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
571.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
572.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
573.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
574.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
575.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
576.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
577.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
578.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
579.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
580.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
581.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
582.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
583.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
584.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
585.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
586.0000,0.0000,0.0000,0.0000,3716.0855,0.0000
587.0000,3.7397,1.0388,0.0000,3716.5622,8.8368
588.0000,7.8913,2.1920,0.0000,3718.1778,18.6361
589.0000,12.0289,3.3413,0.0000,3720.9450,28.3205
590.0000,16.1341,4.4817,0.0000,3724.8575,37.7124
591.0000,20.1819,5.6061,0.0000,3729.9031,46.5644
592.0000,24.1414,6.7059,0.0000,3736.0615,54.5721
593.0000,27.8023,7.7229,0.0000,3743.2898,54.9490
594.0000,30.8833,8.5787,0.0000,3751.4521,53.0857
595.0000,33.5291,9.3136,0.0000,3760.4069,51.2486
596.0000,35.8409,9.9558,0.0000,3770.0484,49.4579
597.0000,37.8848,10.5235,0.0000,3780.2936,47.7302
598.0000,39.7076,11.0299,0.0000,3791.0749,46.0776
599.0000,41.3439,11.4844,0.0000,3802.3360,44.5075
600.0000,42.8207,11.8946,0.0000,3814.0289,43.0237
601.0000,44.1591,12.2664,0.0000,3826.1124,41.6274
602.0000,45.3766,12.6046,0.0000,3838.5505,40.3180
603.0000,46.6193,12.9498,0.0000,3851.3251,41.9746
604.0000,47.4748,13.1874,0.0000,3864.4067,29.4523
605.0000,47.9636,13.3232,0.0000,3877.6708,20.9010
606.0000,48.2527,13.4035,0.0000,3891.0325,21.7203
607.0000,48.5462,13.4851,0.0000,3904.4765,21.2880
608.0000,48.7827,13.5507,0.0000,3917.9941,20.1800
609.0000,48.9140,13.5872,0.0000,3931.5664,17.0869
610.0000,49.0166,13.6157,0.0000,3945.1685,16.6494
611.0000,49.0892,13.6359,0.0000,3958.7942,16.0661
612.0000,49.0947,13.6374,0.0000,3972.4345,11.7396
613.0000,48.9139,13.5872,0.0000,3986.0494,10.5920
614.0000,48.8458,13.5683,0.0000,3999.6272,11.2052
615.0000,48.7332,13.5370,0.0000,4013.1765,14.3094
616.0000,48.8615,13.5726,0.0000,4026.7270,20.5971
617.0000,49.1626,13.6563,0.0000,4040.3396,23.4277
618.0000,49.4347,13.7319,0.0000,4054.0364,20.8877
619.0000,49.6132,13.7815,0.0000,4067.7965,17.1971
620.0000,49.5650,13.7680,0.0000,4081.5779,10.7356
621.0000,49.3708,13.7141,0.0000,4095.3194,12.0660
622.0000,49.3774,13.7159,0.0000,4109.0334,15.5280
623.0000,49.4788,13.7441,0.0000,4122.7638,16.8255
624.0000,49.6103,13.7806,0.0000,4136.5265,17.4829
625.0000,49.7382,13.8162,0.0000,4150.3247,17.5559
626.0000,49.7299,13.8139,0.0000,4164.1452,12.1902
627.0000,49.7223,13.8118,0.0000,4177.9534,16.7038
628.0000,49.7621,13.8228,0.0000,4191.7728,14.3493
629.0000,49.7734,13.8259,0.0000,4205.5946,17.0266
630.0000,49.8552,13.8487,0.0000,4219.4324,16.5237
631.0000,49.9086,13.8635,0.0000,4233.2891,15.9053
632.0000,49.9424,13.8729,0.0000,4247.1576,15.5145
633.0000,49.9636,13.8788,0.0000,4261.0337,15.2675
634.0000,49.9769,13.8825,0.0000,4274.9144,15.1136
635.0000,49.9854,13.8848,0.0000,4288.7982,15.0144
636.0000,49.9908,13.8863,0.0000,4302.6838,14.9518
637.0000,49.9942,13.8873,0.0000,4316.5707,14.9123
638.0000,49.9963,13.8879,0.0000,4330.4583,14.8874
639.0000,49.9939,13.8872,0.0000,4344.3462,13.7885
640.0000,49.9519,13.8755,0.0000,4358.2244,15.3433
641.0000,49.9692,13.8803,0.0000,4372.1025,15.2032
642.0000,49.9799,13.8833,0.0000,4385.9845,14.9091
643.0000,49.9520,13.8756,0.0000,4399.8668,11.4660
644.0000,49.7865,13.8296,0.0000,4413.7198,11.3500
645.0000,49.7221,13.8117,0.0000,4427.5393,13.6899
646.0000,49.7944,13.8318,0.0000,4441.3582,17.2262
647.0000,49.8703,13.8528,0.0000,4455.2013,16.3498
648.0000,49.8130,13.8369,0.0000,4469.0598,-25.8672
649.0000,45.2226,12.5618,0.0000,4482.3264,-112.7479
650.0000,40.0010,11.1114,0.0000,4494.1630,-100.6911
651.0000,34.7794,9.6609,0.0000,4504.5492,-88.2807
652.0000,29.5578,8.2105,0.0000,4513.4849,-75.5631
653.0000,24.3362,6.7601,0.0000,4520.9702,-62.5843
654.0000,19.1147,5.3096,0.0000,4527.0050,-49.3904
655.0000,13.8931,3.8592,0.0000,4531.5894,-36.0277
656.0000,8.6715,2.4087,0.0000,4534.7234,-22.5422
657.0000,3.8466,1.0685,0.0000,4536.4237,-6.2518
658.0000,1.6347,0.4541,0.0000,4537.1421,-0.9477
659.0000,0.6947,0.1930,0.0000,4537.4474,-0.1065
660.0000,0.2952,0.0820,0.0000,4537.5772,0.0082
661.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
662.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
663.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
664.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
665.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
666.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
667.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
668.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
669.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
670.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
671.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
672.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
673.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
674.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
675.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
676.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
677.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
678.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
679.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
680.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
681.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
682.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
683.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
684.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
685.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
686.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
687.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
688.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
689.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
690.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
691.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
692.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
693.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
694.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
695.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
696.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
697.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
698.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
699.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
700.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
701.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
702.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
703.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
704.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
705.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
706.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
707.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
708.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
709.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
710.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
711.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
712.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
713.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
714.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
715.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
716.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
717.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
718.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
719.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
720.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
721.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
722.0000,0.0000,0.0000,0.0000,4537.6079,0.0000
723.0000,1.5105,0.4196,0.0000,4537.7002,3.2658
724.0000,5.2858,1.4683,0.0000,4538.6442,11.4269
725.0000,9.0538,2.5149,0.0000,4540.6361,19.5367
726.0000,12.8008,3.5558,0.0000,4543.6722,27.4760
727.0000,16.5067,4.5852,0.0000,4547.7439,35.0600
728.0000,20.1451,5.5959,0.0000,4552.8363,42.0546
729.0000,23.6851,6.5792,0.0000,4558.9265,48.2023
730.0000,27.0933,7.5259,0.0000,4565.9824,53.2567
731.0000,30.3311,8.4253,0.0000,4573.9628,56.2851
732.0000,33.1876,9.2188,0.0000,4582.7960,53.4575
733.0000,35.6147,9.8930,0.0000,4592.3605,50.5773
734.0000,37.7052,10.4737,0.0000,4602.5507,47.8460
735.0000,39.5231,10.9786,0.0000,4613.2825,45.2837
736.0000,41.1095,11.4193,0.0000,4624.4868,42.3275
737.0000,42.3583,11.7662,0.0000,4636.0906,34.9597
738.0000,43.2987,12.0274,0.0000,4647.9951,29.5379
739.0000,43.9862,12.2184,0.0000,4660.1226,25.3966
740.0000,44.5094,12.3637,0.0000,4672.4149,24.3497
741.0000,44.9868,12.4963,0.0000,4684.8467,22.6801
742.0000,45.2796,12.5777,0.0000,4697.3909,17.0573
743.0000,45.3599,12.6000,0.0000,4709.9842,13.2135
744.0000,45.3722,12.6034,0.0000,4722.5866,11.9077
745.0000,45.3665,12.6018,0.0000,4735.1864,13.1330
746.0000,45.4007,12.6113,0.0000,4747.7899,16.3942
747.0000,45.5377,12.6493,0.0000,4760.4257,12.5987
748.0000,45.4463,12.6240,0.0000,4773.0663,8.6780
749.0000,45.4004,12.6112,0.0000,4785.6775,14.3283
750.0000,45.5452,12.6514,0.0000,4798.3077,14.4354
751.0000,43.7457,12.1516,0.0000,4810.8511,-94.6247
752.0000,39.1608,10.8780,0.0000,4822.3659,-85.5113
753.0000,34.5759,9.6044,0.0000,4832.6071,-76.1311
754.0000,29.9910,8.3308,0.0000,4841.5748,-66.5154
755.0000,25.4062,7.0573,0.0000,4849.2688,-56.6954
756.0000,20.8213,5.7837,0.0000,4855.6893,-46.7023
757.0000,16.2364,4.5101,0.0000,4860.8362,-36.5674
758.0000,11.6515,3.2365,0.0000,4864.7095,-26.3218
759.0000,7.0666,1.9630,0.0000,4867.3093,-16.2431
760.0000,2.7929,0.7758,0.0000,4868.6300,-3.7734
761.0000,1.0058,0.2794,0.0000,4869.1165,-0.3853
762.0000,0.3622,0.1006,0.0000,4869.2917,-0.0125
763.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
764.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
765.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
766.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
767.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
768.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
769.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
770.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
771.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
772.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
773.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
774.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
775.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
776.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
777.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
778.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
779.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
780.0000,0.0000,0.0000,0.0000,4869.3341,0.0000
781.0000,1.3204,0.3668,0.0000,4869.3989,3.2919
782.0000,5.7170,1.5881,0.0000,4870.3767,14.2159
783.0000,10.0739,2.7983,0.0000,4872.5715,24.7058
784.0000,14.3147,3.9763,0.0000,4875.9626,33.9263
785.0000,18.3316,5.0921,0.0000,4880.5033,40.8244
786.0000,22.0018,6.1116,0.0000,4886.1148,43.9451
787.0000,24.9893,6.9415,0.0000,4892.6605,39.2417
788.0000,26.9941,7.4983,0.0000,4899.9153,23.9395
789.0000,28.0114,7.7809,0.0000,4907.5648,18.2305
790.0000,28.7340,7.9817,0.0000,4915.4536,13.2054
791.0000,29.0111,8.0586,0.0000,4923.4822,8.0687
792.0000,29.1509,8.0975,0.0000,4931.5612,8.3174
793.0000,29.3801,8.1611,0.0000,4939.6876,10.2285
794.0000,29.5177,8.1994,0.0000,4947.8757,5.9325
795.0000,29.5099,8.1972,0.0000,4956.0749,5.7623
796.0000,29.5907,8.2196,0.0000,4964.2768,9.6115
797.0000,29.7606,8.2668,0.0000,4972.5240,7.7739
798.0000,29.8378,8.2883,0.0000,4980.8029,7.0397
799.0000,29.9076,8.3077,0.0000,4989.0993,7.4796
800.0000,30.0135,8.3371,0.0000,4997.4203,7.8647
801.0000,30.0688,8.3524,0.0000,5005.7656,7.5541
802.0000,30.1945,8.3874,0.0000,5014.1318,10.0163
803.0000,30.4674,8.4632,0.0000,5022.5542,11.1772
804.0000,30.6691,8.5192,0.0000,5031.0490,8.5781
805.0000,28.5018,7.9172,0.0000,5039.4386,-77.3874
806.0000,22.9868,6.3852,0.0000,5046.5898,-62.7657
807.0000,17.4717,4.8533,0.0000,5052.2090,-47.9174
808.0000,11.9567,3.3213,0.0000,5056.2963,-32.8969
809.0000,6.4417,1.7894,0.0000,5058.8516,-17.7372
810.0000,2.4799,0.6888,0.0000,5060.0087,-2.7113
811.0000,0.9548,0.2652,0.0000,5060.4529,-0.3069
812.0000,0.3676,0.1021,0.0000,5060.6239,-0.0089
813.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
814.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
815.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
816.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
817.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
818.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
819.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
820.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
821.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
822.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
823.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
824.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
825.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
826.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
827.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
828.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
829.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
830.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
831.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
832.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
833.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
834.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
835.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
836.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
837.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
838.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
839.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
840.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
841.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
842.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
843.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
844.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
845.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
846.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
847.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
848.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
849.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
850.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
851.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
852.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
853.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
854.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
855.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
856.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
857.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
858.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
859.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
860.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
861.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
862.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
863.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
864.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
865.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
866.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
867.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
868.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
869.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
870.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
871.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
872.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
873.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
874.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
875.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
876.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
877.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
878.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
879.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
880.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
881.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
882.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
883.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
884.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
885.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
886.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
887.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
888.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
889.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
890.0000,0.0000,0.0000,0.0000,5060.6735,0.0000
891.0000,0.7128,0.1980,0.0000,5060.7012,1.3264
892.0000,4.2753,1.1876,0.0000,5061.3941,8.7546
893.0000,7.8230,2.1731,0.0000,5063.0750,15.9227
894.0000,11.3241,3.1456,0.0000,5065.7359,22.6796
