corner,candidate,cycle,seed,distance_km,duration_s,avg_speed_kmh,power_limited_frac,payload_kg,gcw_kg,fuel_g_raw,fuel_g_corrected,fuel_L_per_100km,MJ_per_km,MJ_per_payload_tkm,unserved_kWh,charge_deficit_kWh,fuel_g_charge_correction_signed,correction_share,correction_eta_fuel_to_bus,e_spin_kWh,e_spin_coast_bracket_kWh,e_resistor_kWh,e_engine_brake_kWh,e_friction_brake_kWh,resistor_peak_kW,engine_brake_peak_kW
payload_minus20,S4,LH-520,8104,520,22516.1,83.1406,0.0565548,15474.9,32431.3,154907,160289,37.0489,13.193,0.852543,23.5349,1.85242,392.654,0.0335725,0.396816,0.00107976,36.3386,0.0217396,0,0.00528787,46.0026,0
payload_minus20,S4,LH-520,8105,520,20531.2,91.1784,0.105756,15474.9,32431.3,173381,185847,42.9564,15.2966,0.988481,48.0913,10.6704,2263.52,0.0670724,0.396511,0.000867721,37.8849,3.93494e-06,0,0,0.141658,0
payload_minus20,S4,LH-520,8106,520,21391.7,87.5106,0.0801101,15474.9,32431.3,139098,143132,33.0833,11.7808,0.761288,16.8631,2.14806,455.728,0.0281795,0.39646,0.00222889,37.1736,0.0664949,0,0.0639772,47.2299,0
payload_minus20,S4,LH-520,8107,520,20290.9,92.2582,0.097043,15474.9,32431.3,157361,166470,38.4776,13.7017,0.885418,35.2323,7.71531,1636.23,0.0547137,0.396613,0.00170594,37.8527,0.0726338,0,0.0670918,46.1397,0
payload_minus20,S4,LH-520,8108,520,22328.3,83.8398,0.0591534,15474.9,32431.3,134387,139224,32.1802,11.4592,0.740506,21.9244,0.861771,182.95,0.0347453,0.396204,0.00447242,36.4674,0.00550301,0,0.0123417,46.8071,0
payload_minus20,S4,REG-165,8101,165.001,9459.1,62.7971,0.0194414,15474.9,32431.3,40425.2,40948.4,29.8281,10.6217,0.686384,0,2.46181,523.157,0.012776,0.395804,0.0019933,11.2248,0.0252066,0,0.000167435,33.91,0
payload_minus20,S4,REG-165,8102,165.001,9340.2,63.5963,0.0232648,15474.9,32431.3,47810.7,48065.8,35.0128,12.4679,0.805689,0,1.20081,255.078,0.00530685,0.395968,0.00196802,11.2196,0.0628188,0,0.035962,46.5948,0
payload_minus20,S4,REG-165,8103,165.001,9446.3,62.8821,0.0282647,15474.9,32431.3,46264.7,46716.5,34.0299,12.1179,0.783072,0,2.12423,451.76,0.00967025,0.395505,0.00306399,11.1874,0.0119897,0,9.92599e-05,28.6079,0
payload_minus20,S4,REG-165,8104,165,9400.3,63.1895,0.0233713,15474.9,32431.3,39375.7,39815.9,29.0034,10.328,0.667406,0,2.07259,440.199,0.0110559,0.396025,0.00222496,11.251,0.0850347,0,0.111762,47.485,0
payload_minus20,S4,REG-165,8105,165,9198.3,64.5773,0.0256893,15474.9,32431.3,36498.8,36899.9,26.8793,9.5716,0.618526,0,1.8886,401.078,0.0108693,0.396069,0.00194745,11.2318,0.0427665,0,0.0120499,45.7464,0
payload_minus20,S4,REG-165,8106,165.001,9642.5,61.6026,0.024931,15474.9,32431.3,41706.2,42040.3,30.6236,10.9049,0.704688,0,1.56892,334.033,0.00794555,0.395065,0.00180352,11.1762,0.127388,0,0.0932369,47.7336,0
payload_minus20,S4,REG-165,8107,165.001,9335,63.6318,0.00280661,15474.9,32431.3,41048.6,41374.7,30.1388,10.7323,0.693532,0,1.53539,326.149,0.00788279,0.395971,0.0021706,11.2231,0.0449555,0,0.00916145,47.732,0
payload_minus20,S4,REG-165,8108,165.001,9352.5,63.5127,0.015632,15474.9,32431.3,41087.6,41191,30.005,10.6846,0.690452,0,0.486987,103.393,0.00251008,0.396175,0.00147042,11.253,0.101716,0,0.0586341,47.5815,0
grade_heavy,S0,LH-520,8101,520,22953.9,81.5548,0.232439,20785,36300,187079,187079,43.2413,15.3981,0.740826,0,-0,-0,0,0.389583,0,0,0,263.894,34.9911,0,303.469
grade_heavy,S0,LH-520,8102,520,21374.2,87.5823,0.286961,20785,36300,186030,186030,42.9989,15.3117,0.736672,0,-0,-0,0,0.386828,0,0,0,230.874,38.2993,0,303.48
grade_heavy,S0,LH-520,8103,520,22758.6,82.2547,0.248156,20785,36300,196449,196449,45.407,16.1692,0.777928,0,-0,-0,0,0.389036,0,0,0,224.851,31.3328,0,303.488
grade_heavy,S0,LH-520,8104,520,23535.1,79.5408,0.202582,20785,36300,189585,189585,43.8205,15.6043,0.750748,0,-0,-0,0,0.389479,0,0,0,208.607,25.3109,0,303.59
grade_heavy,S0,LH-520,8105,520,21830.5,85.7517,0.279859,20785,36300,203453,203453,47.0258,16.7457,0.805663,0,-0,-0,0,0.387926,0,0,0,168.675,24.038,0,303.468
grade_heavy,S0,LH-520,8106,520,22620.4,82.7572,0.238416,20785,36300,184280,184280,42.5944,15.1677,0.729742,0,-0,-0,0,0.388474,0,0,0,252.591,35.4773,0,303.165
grade_heavy,S0,LH-520,8107,520,21774.3,85.973,0.312647,20785,36300,199018,199018,46.0007,16.3807,0.788101,0,-0,-0,0,0.386903,0,0,0,227.734,32.8149,0,303.688
grade_heavy,S0,LH-520,8108,520,23326.2,80.2532,0.188873,20785,36300,177351,177351,40.9927,14.5973,0.702302,0,-0,-0,0,0.389868,0,0,0,244.066,25.0436,0,303.398
grade_heavy,S0,REG-165,8101,165.001,10055.2,59.0743,0.169682,20785,36300,61510,61510,44.8059,15.9552,0.767631,0,-0,-0,0,0.381573,0,0,0,105.205,19.2744,0,303.647
grade_heavy,S0,REG-165,8102,165,9970,59.5787,0.184401,20785,36300,68611.2,68611.2,49.979,17.7973,0.856258,0,-0,-0,0,0.382909,0,0,0,106.588,21.9188,0,303.574
grade_heavy,S0,REG-165,8103,165,10078.4,58.938,0.181178,20785,36300,65573.4,65573.4,47.7661,17.0093,0.818346,0,-0,-0,0,0.382178,0,0,0,100.098,19.0841,0,303.567
grade_heavy,S0,REG-165,8104,165.001,9964.1,59.6145,0.16195,20785,36300,61674.5,61674.5,44.9257,15.9979,0.769683,0,-0,-0,0,0.382336,0,0,0,109.708,20.2542,0,303.52
grade_heavy,S0,REG-165,8105,165,9813.2,60.5309,0.176862,20785,36300,60662.9,60662.9,44.1891,15.7356,0.757063,0,-0,-0,0,0.381211,0,0,0,116.103,21.4253,0,303.647
grade_heavy,S0,REG-165,8106,165,10171,58.4015,0.172803,20785,36300,65310.2,65310.2,47.5743,16.941,0.81506,0,-0,-0,0,0.382741,0,0,0,116.372,22.3536,0,303.565
grade_heavy,S0,REG-165,8107,165.001,9761.9,60.8491,0.167455,20785,36300,61838.3,61838.3,45.0452,16.0404,0.77173,0,-0,-0,0,0.381318,0,0,0,102.202,19.4778,0,303.522
grade_heavy,S0,REG-165,8108,165.001,9799,60.6186,0.157596,20785,36300,60777.9,60777.9,44.2728,15.7654,0.758498,0,-0,-0,0,0.382088,0,0,0,93.9623,25.2176,0,303.576
grade_heavy,S1,LH-520,8101,520,22384.6,83.629,0.204153,19397.7,36300,155785,156947,36.2766,12.9179,0.665951,5.1184,0.726235,144.38,0.00740346,0.423086,0.0019159,36.5385,61.9916,0,0.64578,314.168,0
grade_heavy,S1,LH-520,8102,520,20749.4,90.2195,0.257018,19397.7,36300,157138,158315,36.5927,13.0305,0.671754,5.18045,0.729498,145.235,0.00743209,0.422484,0.00350917,37.7572,53.4426,0,0.764346,314.562,0
grade_heavy,S1,LH-520,8103,520,22202.5,84.3149,0.221118,19397.7,36300,170589,172473,39.8652,14.1958,0.731831,8.37815,1.08231,215.479,0.0109206,0.422478,0.00194204,36.6243,56.3027,0,0.246932,314.336,0
grade_heavy,S1,LH-520,8104,520,23047,81.2254,0.170824,19397.7,36300,165919,167361,38.6837,13.7751,0.71014,6.79977,0.44737,89.0393,0.0086184,0.422614,0.00353828,36.1127,44.576,0,0.357068,313.893,0
grade_heavy,S1,LH-520,8105,520,21256.3,88.0681,0.250993,19397.7,36300,183177,186589,43.1279,15.3577,0.791727,15.8268,1.30556,260.033,0.0182878,0.422306,0.00224248,37.4956,38.1919,0,0.0505552,314.482,0
grade_heavy,S1,LH-520,8106,520,22079.6,84.7842,0.198381,19397.7,36300,154216,155073,35.8434,12.7637,0.657999,3.81685,0.495497,98.4926,0.00552765,0.423152,0.0013756,36.8526,60.9989,0,0.607432,314.379,0
grade_heavy,S1,LH-520,8107,520,21129.4,88.597,0.28128,19397.7,36300,172408,174042,40.228,14.325,0.73849,8.08235,0.125613,25.0149,0.00939167,0.422373,0.00172247,37.4036,56.0041,0,0.588071,314.552,0
grade_heavy,S1,LH-520,8108,520,22858.1,81.8966,0.155402,19397.7,36300,147554,149053,34.4518,12.2682,0.632454,7.52773,0.00920908,1.83066,0.0100519,0.423123,0.00260228,36.2546,48.2235,0,0.0575218,313.962,0
grade_heavy,S1,REG-165,8101,165,9884.5,60.0942,0.15341,19397.7,36300,46639.4,47115.4,34.3206,12.2214,0.630044,0,2.37791,475.992,0.0101027,0.420199,0.000863293,11.0877,19.9157,0,2.87154,314.389,0
grade_heavy,S1,REG-165,8102,165,9689.2,61.3054,0.163954,19397.7,36300,54620,54969,40.0415,14.2586,0.735067,0,1.74285,348.999,0.00634901,0.420043,0.00104511,11.0985,25.5917,0,2.99643,314.238,0
grade_heavy,S1,REG-165,8103,165.001,9876.3,60.1443,0.159593,19397.7,36300,51538.9,52334.1,38.1219,13.5751,0.699828,0,3.97426,795.2,0.0151947,0.420377,0.00153918,11.063,20.1915,0,2.19624,313.786,0
grade_heavy,S1,REG-165,8104,165.001,9754,60.8985,0.147015,19397.7,36300,46426.6,47160,34.3529,12.2329,0.630638,0,3.65673,733.406,0.0155515,0.419379,0.00125487,11.1441,23.3807,0,2.76638,314.349,0
grade_heavy,S1,REG-165,8105,165,9634,61.6567,0.158728,19397.7,36300,43599.2,44214.2,32.2073,11.4689,0.591249,0,3.07464,615.029,0.0139102,0.420492,0.000890185,11.0853,21.932,0,3.83351,314.436,0
grade_heavy,S1,REG-165,8106,165.001,9998.8,59.4075,0.152597,19397.7,36300,48415.3,49010.3,35.7008,12.7129,0.655382,0,2.97034,595.063,0.0121416,0.419857,0.00132808,11.0688,22.7891,0,2.19382,314.214,0
grade_heavy,S1,REG-165,8107,165.001,9575.5,62.0335,0.140503,19397.7,36300,47394.4,48138,35.0655,12.4867,0.643718,0,3.71443,743.607,0.0154474,0.420153,0.000916424,11.1278,22.762,0,2.47743,313.958,0
grade_heavy,S1,REG-165,8108,165.001,9647.7,61.5693,0.136829,19397.7,36300,47076.9,47378.6,34.5122,12.2897,0.633563,0,1.50356,301.629,0.00636636,0.419282,0.000534591,11.1433,21.9136,0,1.04041,314.27,0
grade_heavy,S2,LH-520,8101,520,22275.1,84.0401,0.162831,19105.7,36300,160734,159626,36.8958,13.1384,0.68767,1.36586,-6.9504,-1378.54,-0.00693893,0.424082,0.000972795,21.5829,64.8651,44.6564,0.363771,314.126,184.504
grade_heavy,S2,LH-520,8102,520,20518.1,91.2366,0.190265,19105.7,36300,160661,159565,36.8817,13.1334,0.687409,0,-5.52088,-1095.33,-0.00686447,0.423956,0.00192338,22.1881,37.5423,44.1994,0.168231,314.546,205.737
grade_heavy,S2,LH-520,8103,520,22072,84.8134,0.167886,19105.7,36300,171233,169501,39.1783,13.9512,0.730213,1.15727,-9.85852,-1961.89,-0.0102158,0.422665,0.00123395,20.4159,28.9099,43.0181,0.0301072,313.719,199.195
grade_heavy,S2,LH-520,8104,520,22975.4,81.4785,0.145464,19105.7,36300,165969,164689,38.0661,13.5552,0.709484,0.104138,-6.53919,-1300.64,-0.00777173,0.422889,0.0028534,19.1624,28.5003,35.476,0.0505068,313.893,178.519
grade_heavy,S2,LH-520,8105,520,21058.3,88.8961,0.18008,19105.7,36300,180306,182488,42.18,15.0201,0.786159,12.6013,-1.65727,-330.374,0.0119552,0.421935,0.00102596,18.8029,5.5685,35.0588,0,312.961,199.252
grade_heavy,S2,LH-520,8106,520,21935.6,85.3408,0.142462,19105.7,36300,160016,158772,36.6983,13.0681,0.68399,0,-6.28671,-1243.93,-0.00783472,0.425095,0.00236825,20.6891,63.0909,46.0966,0.233533,314.257,187.598
grade_heavy,S2,LH-520,8107,520,20929.5,89.4432,0.196067,19105.7,36300,173091,172749,39.929,14.2185,0.744204,4.70264,-6.42997,-1274.95,-0.00198264,0.424204,0.000849708,21.9519,31.5581,43.633,0.153995,314.552,204.37
grade_heavy,S2,LH-520,8108,520,22779,82.181,0.12544,19105.7,36300,154886,152611,35.2744,12.5611,0.657451,2.37076,-13.8233,-2746.11,-0.0149081,0.423401,0.00127506,20.0906,60.3625,37.9283,0,236.835,179.812
grade_heavy,S2,REG-165,8101,165,9847,60.323,0.139269,19105.7,36300,46144.8,46275,33.7084,12.0034,0.628264,0,0.650335,130.167,0.0028129,0.420238,0.000702514,7.9567,12.2682,12.0399,0.643208,314.119,191.855
grade_heavy,S2,REG-165,8102,165.001,9671,61.421,0.145712,19105.7,36300,53788.9,53674.3,39.0982,13.9227,0.72872,0,-0.570802,-114.607,-0.00213523,0.418921,0.000660024,7.92209,13.3829,16.2773,0.220412,314.248,187.307
grade_heavy,S2,REG-165,8103,165.001,9860.4,60.2412,0.1491,19105.7,36300,50958.4,51091.1,37.2166,13.2527,0.693649,0,0.663532,132.672,0.00259677,0.420671,0.00104075,7.63691,9.97778,13.3277,0.233318,313.786,174.402
grade_heavy,S2,REG-165,8104,165,9731.5,61.0391,0.132928,19105.7,36300,47378.6,46916.4,34.1756,12.1698,0.636972,0,-2.2997,-462.109,-0.00984961,0.418586,0.000555113,7.5781,18.7031,14.534,0.291839,314.349,191.055
grade_heavy,S2,REG-165,8105,165.001,9600.4,61.8728,0.149628,19105.7,36300,43614.8,43723.4,31.8496,11.3415,0.593619,0,0.541316,108.599,0.00248378,0.419259,0.000916297,8.01175,15.3754,13.2404,0.478126,314.436,194.962
grade_heavy,S2,REG-165,8106,165,9983,59.5013,0.13586,19105.7,36300,48615,49127,35.7859,12.7432,0.666985,0,2.55076,512.049,0.010423,0.419003,0.000777959,8.25476,17.6384,14.9371,1.02486,314.22,186.299
grade_heavy,S2,REG-165,8107,165.001,9543.7,62.2404,0.123819,19105.7,36300,47104.1,47316.2,34.4667,12.2735,0.642397,0,1.05041,212.064,0.00448185,0.416629,0.000714224,7.88758,14.6084,14.0956,0.443293,313.958,178.032
grade_heavy,S2,REG-165,8108,165.001,9626.6,61.7043,0.119397,19105.7,36300,46855,46669.2,33.9955,12.1057,0.633614,0,-0.920968,-185.853,-0.00398236,0.416805,0.000658487,7.38133,12.8902,14.0943,0.407865,314.241,191.034
grade_heavy,S3,LH-520,8101,520,30858.2,60.6646,0.45311,19559.2,36300,119576,159028,36.7575,13.0892,0.669207,177.36,7.23363,1545.98,0.24808,0.393559,0.00222844,24.9138,15.7084,47.8337,0.793166,183.454,202.818
grade_heavy,S3,LH-520,8102,520,28063.3,66.7064,0.482005,19559.2,36300,122663,163078,37.6937,13.4226,0.686252,171.855,12.8722,2816.22,0.247827,0.384454,0.0031671,26.9149,5.74357,47.2256,0.591872,183.454,223.897
grade_heavy,S3,LH-520,8103,520,28505.5,65.6715,0.420854,19559.2,36300,137903,172409,39.8505,14.1906,0.725519,166.614,-5.50123,-1178.22,0.200141,0.392728,0.00212823,23.3327,11.7111,44.2675,0.0707272,183.219,207.008
grade_heavy,S3,LH-520,8104,520,30597.6,61.1813,0.42514,19559.2,36300,124272,165043,38.1479,13.5843,0.694522,182.132,9.38347,1997.65,0.247037,0.395096,0.00352026,22.1909,5.98705,36.9154,0.341428,183.454,191.524
grade_heavy,S3,LH-520,8105,520,28992.5,64.5685,0.494902,19559.2,36300,134474,191186,44.1905,15.7361,0.804534,241.73,17.5038,3829.26,0.296632,0.384482,0.00227718,24.7079,1.72157,36.7601,0.0206564,182.335,214.814
grade_heavy,S3,LH-520,8106,520,30109.3,62.1735,0.459813,19559.2,36300,118500,157952,36.5088,13.0006,0.66468,167.079,15.7648,3401.51,0.24977,0.389829,0.00175416,24.1917,12.4329,48.6415,0.56962,183.454,201.17
grade_heavy,S3,LH-520,8107,520,28834.8,64.9216,0.505232,19559.2,36300,130185,177703,41.074,14.6263,0.747795,201.284,17.2701,3754.81,0.267398,0.38687,0.00190332,25.5575,10.4856,46.5508,0.486704,183.454,215.986
grade_heavy,S3,LH-520,8108,520,30202.7,61.9813,0.399287,19559.2,36300,118876,150111,34.6965,12.3553,0.631685,153.399,-7.10599,-1517.18,0.208077,0.393954,0.00233107,23.5455,8.48309,40.4614,0.0666421,182.975,195.255
grade_heavy,S3,REG-165,8101,165,13765.6,43.1511,0.511423,19559.2,36300,26529.4,49060.8,35.7378,12.7261,0.650643,84.4851,21.3418,4543.85,0.459255,0.395062,0.000856383,9.09567,8.34551,12.8502,2.55756,183.454,211.265
grade_heavy,S3,REG-165,8102,165,13686.7,43.3999,0.529503,19559.2,36300,30256.9,55528.2,40.4488,14.4037,0.736412,100.045,19.035,4039.62,0.455108,0.396342,0.00123414,8.93595,10.2178,17.7207,1.77668,183.454,204.742
grade_heavy,S3,REG-165,8103,165,13752,43.1938,0.504403,19559.2,36300,30921.7,54122.1,39.4245,14.0389,0.717764,87.6996,21.6021,4585.25,0.428667,0.39627,0.000992407,8.66618,7.21463,14.3144,2.09891,183.454,189.856
grade_heavy,S3,REG-165,8104,165.001,13421.5,44.2577,0.484562,19559.2,36300,28424.1,48661.6,35.4466,12.6224,0.645343,77.9838,17.0245,3626.35,0.415882,0.394879,0.000849237,8.94678,9.77667,16.0123,1.18077,183.454,206.417
grade_heavy,S3,REG-165,8105,165,13239.7,44.8651,0.493497,19559.2,36300,28116.6,46086.5,33.5711,11.9545,0.611197,63.1819,21.393,4545.44,0.389916,0.395873,0.00152639,8.83727,9.70969,13.8717,2.8649,183.454,207.32
grade_heavy,S3,REG-165,8106,165,13023.4,45.6103,0.465651,19559.2,36300,34782.9,50253.9,36.6068,13.0355,0.666464,53.4662,19.8566,4189.71,0.307856,0.398639,0.00058304,9.21283,7.9823,15.9594,2.17376,183.454,199.632
grade_heavy,S3,REG-165,8107,165,12396.5,47.9169,0.451495,19559.2,36300,30814.8,47800.6,34.8197,12.3992,0.633928,58.6651,21.6021,4571.34,0.355347,0.397476,0.00092086,8.74268,9.03197,15.0429,2.20536,183.454,191.683
grade_heavy,S3,REG-165,8108,165.001,12723.7,46.6847,0.45646,19559.2,36300,30185.7,47568.6,34.6507,12.339,0.630851,60.3169,21.6021,4583.9,0.365429,0.396387,0.000357285,8.20695,7.45875,15.4068,1.10402,183.454,206.489
grade_heavy,S4,LH-520,8101,520,22176.3,84.4145,0.173229,19343.6,36300,146383,156340,36.1362,12.8679,0.665231,39.5507,7.20301,1533.97,0.0636869,0.394962,0.00126104,36.6149,2.29609,0,0.451724,47.7331,0
grade_heavy,S4,LH-520,8102,520,20500.7,91.314,0.223986,19343.6,36300,148400,159498,36.8663,13.1279,0.678672,38.5251,13.72,2914.42,0.0695806,0.395968,0.00348106,37.8795,0.203259,0,0.413474,47.7317,0
grade_heavy,S4,LH-520,8103,520,21977.4,85.1785,0.186632,19343.6,36300,161517,174036,40.2264,14.3245,0.740529,49.4656,9.44226,2006.6,0.0719316,0.395798,0.00172425,36.7247,0.0796773,0,0.0870134,46.6451,0
grade_heavy,S4,LH-520,8104,520,22855.4,81.9063,0.142758,19343.6,36300,161302,170958,39.515,14.0711,0.727432,38.0797,7.33795,1560.12,0.0564831,0.395618,0.00250208,36.1825,0.114757,0,0.154145,47.7327,0
grade_heavy,S4,LH-520,8105,520,21028.7,89.0213,0.215761,19343.6,36300,170251,193158,44.6464,15.8984,0.821897,93.26,14.6281,3105.89,0.118593,0.396149,0.00211452,37.5957,0.0372781,0,0.0154352,44.1333,0
grade_heavy,S4,LH-520,8106,520,21850.9,85.6716,0.159805,19343.6,36300,144990,154144,35.6286,12.6872,0.655888,33.2052,9.84062,2092.68,0.0593861,0.39553,0.00278818,36.9551,0.140091,0,0.348982,47.7318,0
grade_heavy,S4,LH-520,8107,520,20892,89.6038,0.236817,19343.6,36300,159355,175388,40.539,14.4358,0.746283,58.198,17.2757,3669.96,0.0914157,0.395944,0.00287569,37.5054,0.159723,0,0.338188,47.7332,0
grade_heavy,S4,LH-520,8108,520,22670.1,82.5758,0.124653,19343.6,36300,141626,150608,34.8113,12.3962,0.640842,37.8442,4.33074,922.316,0.0596382,0.394949,0.00207996,36.3171,0.00370086,0,0.00785006,46.7884,0
grade_heavy,S4,REG-165,8101,165.001,9804.9,60.5823,0.135553,19343.6,36300,45907.1,46309.4,33.7333,12.0123,0.620998,0,1.88787,402.317,0.00868759,0.394695,0.000948577,11.1092,0.591835,0,1.82174,47.6613,0
grade_heavy,S4,REG-165,8102,165,9631.1,61.6752,0.143855,19343.6,36300,53068.9,53439.9,38.9277,13.862,0.71662,0,1.74099,371.035,0.00694302,0.394677,0.00115315,11.1166,0.875472,0,0.808374,47.7337,0
grade_heavy,S4,REG-165,8103,165,9801.1,60.6056,0.141493,19343.6,36300,51574.8,52053.7,37.9178,13.5024,0.698029,0,2.24052,478.816,0.0091985,0.393586,0.00130518,11.0823,0.545979,0,1.21899,47.7334,0
grade_heavy,S4,REG-165,8104,165.001,9683.1,61.3445,0.127303,19343.6,36300,45302.3,45436.4,33.0973,11.7858,0.60929,0,0.62898,134.077,0.00295088,0.394585,0.00059418,11.164,0.864421,0,0.919044,47.7336,0
grade_heavy,S4,REG-165,8105,165.001,9560.6,62.1303,0.141276,19343.6,36300,42830.4,42719,31.118,11.081,0.572852,0,-0.523079,-111.347,-0.00260649,0.395138,0.000570742,11.105,0.740138,0,2.36014,47.7333,0
grade_heavy,S4,REG-165,8106,165.001,9946,59.7227,0.129297,19343.6,36300,47301.2,47684.8,34.7353,12.3691,0.639443,0,1.79992,383.672,0.00804601,0.394594,0.00127931,11.0819,0.595682,0,1.2067,47.7334,0
grade_heavy,S4,REG-165,8107,165.001,9521.9,62.3828,0.111447,19343.6,36300,46514.3,46756.4,34.059,12.1283,0.626993,0,1.13575,242.176,0.00517953,0.394465,0.000780855,11.146,0.560973,0,1.19548,47.7337,0
grade_heavy,S4,REG-165,8108,165.001,9585.3,61.9701,0.114893,19343.6,36300,46051,46106.4,33.5856,11.9597,0.618277,0,0.260184,55.4271,0.00120216,0.394836,0.00108422,11.1658,0.304599,0,0.626334,47.7341,0
cold_minus10C,S0,LH-520,8101,520,22507.7,83.1716,0.141209,20785,36300,173948,173948,40.2062,14.3173,0.688826,0,-0,-0,0,0.390136,0,0,0,145.013,26.0357,0,303.269
cold_minus10C,S0,LH-520,8102,520,20903.9,89.5527,0.184582,20785,36300,177919,177919,41.124,14.6441,0.704552,0,-0,-0,0,0.388078,0,0,0,131.197,29.0849,0,303.612
cold_minus10C,S0,LH-520,8103,520,22352.7,83.7483,0.163541,20785,36300,190911,190911,44.1269,15.7134,0.755998,0,-0,-0,0,0.39145,0,0,0,132.851,22.9305,0,303.484
cold_minus10C,S0,LH-520,8104,520,23263.5,80.4695,0.133298,20785,36300,185467,185467,42.8686,15.2653,0.734439,0,-0,-0,0,0.391062,0,0,0,120.898,22.9388,0,303.589
cold_minus10C,S0,LH-520,8105,520,21466.4,87.2061,0.203573,20785,36300,206825,206825,47.8053,17.0233,0.819017,0,-0,-0,0,0.392581,0,0,0,104.933,22.0228,0,303.477
cold_minus10C,S0,LH-520,8106,520,22163.9,84.4617,0.137583,20785,36300,173464,173464,40.0943,14.2774,0.686909,0,-0,-0,0,0.388995,0,0,0,143.646,27.0284,0,303.232
cold_minus10C,S0,LH-520,8107,520,21210.2,88.2595,0.206239,20785,36300,193274,193274,44.6731,15.9079,0.765356,0,-0,-0,0,0.389788,0,0,0,128.652,25.1418,0,303.546
cold_minus10C,S0,LH-520,8108,520,23009.6,81.3574,0.121423,20785,36300,168145,168145,38.865,13.8397,0.665848,0,-0,-0,0,0.388954,0,0,0,138.032,23.4402,0,303.397
cold_minus10C,S0,REG-165,8101,165,9518.9,62.4023,0.0644395,20785,36300,50899.5,50899.5,37.077,13.203,0.635217,0,-0,-0,0,0.374547,0,0,0,42.6144,7.36026,0,303.647
cold_minus10C,S0,REG-165,8102,165,9399.8,63.1928,0.0639049,20785,36300,57237.2,57237.2,41.6938,14.847,0.714313,0,-0,-0,0,0.381055,0,0,0,42.5684,4.68563,0,303.488
cold_minus10C,S0,REG-165,8103,165,9521.2,62.3872,0.0743911,20785,36300,55355.6,55355.6,40.3231,14.3589,0.690829,0,-0,-0,0,0.380402,0,0,0,39.7784,5.65879,0,303.393
cold_minus10C,S0,REG-165,8104,165.001,9448.2,62.8696,0.0568356,20785,36300,49773.8,49773.8,36.2568,12.9109,0.621165,0,-0,-0,0,0.377527,0,0,0,45.9977,5.99161,0,303.491
cold_minus10C,S0,REG-165,8105,165,9264.3,64.1172,0.0656384,20785,36300,47609,47609,34.6802,12.3495,0.594153,0,-0,-0,0,0.374185,0,0,0,48.315,6.99833,0,303.647
cold_minus10C,S0,REG-165,8106,165.001,9691.1,61.2938,0.0537601,20785,36300,52443.6,52443.6,38.2016,13.6034,0.654484,0,-0,-0,0,0.380194,0,0,0,49.1488,7.02145,0,303.509
cold_minus10C,S0,REG-165,8107,165.001,9371.3,63.3853,0.0378065,20785,36300,50626.2,50626.2,36.878,13.1321,0.631806,0,-0,-0,0,0.38002,0,0,0,42.5825,5.76085,0,303.523
cold_minus10C,S0,REG-165,8108,165.001,9389.2,63.2644,0.0529858,20785,36300,50797.1,50797.1,37.0024,13.1764,0.633938,0,-0,-0,0,0.378716,0,0,0,42.5529,7.24579,0,303.576
cold_minus10C,S1,LH-520,8101,520,22054.5,84.8807,0.121739,19397.7,36300,178915,182179,42.1086,14.9947,0.773014,15.5698,0.720445,144.337,0.0179145,0.41984,0.0026755,36.7154,107.205,0,13.2457,314.126,0
cold_minus10C,S1,LH-520,8102,520,20430,91.63,0.16764,19397.7,36300,182973,186395,43.0832,15.3418,0.790906,15.9389,1.11157,223.123,0.0183615,0.419037,0.0015185,37.9712,100.993,0,16.2242,314.565,0
cold_minus10C,S1,LH-520,8103,520,21909,85.4444,0.149865,19397.7,36300,197439,200798,46.4123,16.5272,0.852019,15.8485,0.933432,186.826,0.0167277,0.420246,0.00257249,36.8107,104.103,0,7.63925,314.481,0
cold_minus10C,S1,LH-520,8104,520,22861,81.8862,0.113358,19397.7,36300,191999,195059,45.0857,16.0548,0.827667,14.2246,1.07577,215.159,0.0156883,0.42055,0.0016248,36.2198,93.004,0,7.78656,313.976,0
cold_minus10C,S1,LH-520,8105,520,21004.8,89.1226,0.18132,19397.7,36300,212839,217381,50.2453,17.8921,0.922384,21.4521,1.26788,253.462,0.0208939,0.420751,0.00139913,37.6608,80.8286,0,8.36897,314.557,0
cold_minus10C,S1,LH-520,8106,520,21732.6,86.1379,0.124642,19397.7,36300,178907,181618,41.9789,14.9485,0.770632,12.5616,0.969534,194.233,0.0149258,0.419856,0.00358331,37.055,111.52,0,12.5054,314.391,0
cold_minus10C,S1,LH-520,8107,520,20747.5,90.2278,0.181534,19397.7,36300,198256,202262,46.7506,16.6477,0.858231,19.1164,0.869924,174.366,0.0198061,0.419641,0.00110196,37.6479,98.7725,0,11.5626,314.538,0
cold_minus10C,S1,LH-520,8108,520,22646.9,82.6604,0.104892,19397.7,36300,172441,176064,40.6951,14.4914,0.747066,15.8766,2.20796,442.304,0.0205764,0.419884,0.004984,36.3646,105.034,0,9.53825,314.062,0
cold_minus10C,S1,REG-165,8101,165,9497.5,62.5428,0.0536135,19397.7,36300,52445.8,53214,38.7631,13.8034,0.711598,0,3.75424,768.263,0.0144372,0.411027,0.00105607,11.2049,31.5065,0,2.43483,314.455,0
