corner,candidate,duty,seed,distance_km,duration_s,avg_speed_kmh,power_limited_frac,payload_kg,gcw_kg,fuel_g_raw,fuel_g_corrected,fuel_L_per_100km,grid_kWh,MJ_primary_per_payload_tkm,MJ_tank_per_payload_tkm,g_CO2_per_payload_tkm,unserved_kWh,charge_deficit_kWh,correction_share,correction_eta
payload_minus20,S4p,LH-520,8102,520,19707.8,94.9878,0.0491782,16107.5,32273.1,116893,140393,32.4502,110.692,0.953605,0.717391,66.9623,109.829,0,0.167386,0.393109
payload_minus20,S4p,LH-520,8103,520,21314,87.8297,0.042615,16107.5,32273.1,129679,153115,35.3908,110.654,1.03093,0.782402,72.6939,109.693,0,0.15306,0.393693
payload_minus20,S4p,LH-520,8104,520,22338.8,83.8004,0.0412688,16107.5,32273.1,130585,148531,34.3313,110.632,1.00304,0.758978,70.6276,84.0952,0,0.120823,0.394152
payload_minus20,S4p,LH-520,8105,520,20242.7,92.4778,0.0566275,16107.5,32273.1,141857,174710,40.3823,110.629,1.16223,0.892751,82.4241,153.686,0,0.188046,0.393469
payload_minus20,S4p,LH-520,8106,520,21140.7,88.5496,0.0411432,16107.5,32273.1,115321,133285,30.8074,110.612,0.910316,0.681075,63.7571,84.0093,0,0.134783,0.393342
payload_minus20,S4p,LH-520,8107,520,20028,93.4692,0.0484869,16107.5,32273.1,129735,155994,36.0564,110.733,1.04851,0.797115,73.994,122.794,0,0.168335,0.393327
payload_minus20,S4p,LH-520,8108,520,22127.2,84.6018,0.0408003,16107.5,32273.1,111685,128242,29.6417,110.604,0.879642,0.655304,61.4843,77.4649,0,0.129107,0.393535
grade_heavy,S0R,GH-REG-165,8101,165.001,9941.6,59.7493,0.171993,20655,36300,61317.5,61336.9,44.6799,0,0.916645,0.77029,67.9268,0.087978,-0,0.000316169,0.381586
grade_heavy,S0R,GH-REG-165,8102,165,9752.4,60.9081,0.190864,20655,36300,68353.5,68372.4,49.805,0,1.02179,0.858648,75.7185,0.0858123,-0,0.000275677,0.382938
grade_heavy,S0R,GH-REG-165,8103,165.001,9934.5,59.7921,0.183108,20655,36300,65242.6,65262.1,47.5391,0,0.975304,0.819583,72.2736,0.0888406,-0,0.000299574,0.382213
grade_heavy,S0R,GH-REG-165,8104,165.001,9799.7,60.6143,0.165065,20655,36300,61378.3,61398.1,44.7245,0,0.917561,0.771059,67.9946,0.0899479,-0,0.000322354,0.382262
grade_heavy,S0R,GH-REG-165,8105,165.001,9690.4,61.298,0.180228,20655,36300,60317.8,60335.9,43.9508,0,0.901687,0.75772,66.8183,0.081802,-0,0.000299266,0.381057
grade_heavy,S0R,GH-REG-165,8106,165.001,10062.6,59.0307,0.178252,20655,36300,65028.3,65047.5,47.3829,0,0.972099,0.81689,72.0361,0.0870938,-0,0.000294281,0.382696
grade_heavy,S0R,GH-REG-165,8107,165.001,9624.9,61.7151,0.168499,20655,36300,61656.6,61675.8,44.9269,0,0.921711,0.774547,68.3022,0.0868234,-0,0.000310672,0.381134
grade_heavy,S0R,GH-REG-165,8108,165.001,9698.3,61.2481,0.160563,20655,36300,60280.5,60299.4,43.9242,0,0.901142,0.757262,66.7779,0.0857525,-0,0.000313287,0.381812
grade_heavy,S0R,LH-520,8101,520,22603.2,82.8202,0.234952,20655,36300,186703,186707,43.1552,0,0.885365,0.744004,65.6088,0.0168416,-0,1.9474e-05,0.389608
grade_heavy,S0R,LH-520,8102,520,20988.2,89.193,0.290124,20655,36300,185509,185513,42.8793,0,0.879704,0.739247,65.1893,0.01711,-0,2.00534e-05,0.386853
grade_heavy,S0R,LH-520,8103,520,22456.9,83.3597,0.251757,20655,36300,196324,196328,45.379,0,0.930988,0.782342,68.9896,0.0187311,-0,2.06315e-05,0.388964
grade_heavy,S0R,LH-520,8104,520,23254.4,80.5009,0.205199,20655,36300,189538,189542,43.8105,0,0.898808,0.7553,66.6049,0.0177156,-0,2.01799e-05,0.389576
grade_heavy,S0R,LH-520,8105,520,21483.7,87.1359,0.283697,20655,36300,203301,203306,46.9919,0,0.964076,0.810148,71.4416,0.0197539,-0,2.10637e-05,0.387995
grade_heavy,S0R,LH-520,8106,520,22298.4,83.9523,0.243442,20655,36300,183962,183965,42.5215,0,0.872364,0.733079,64.6454,0.0163044,-0,1.91899e-05,0.388467
grade_heavy,S0R,LH-520,8107,520,21426.7,87.3677,0.320342,20655,36300,198863,198867,45.9659,0,0.943029,0.792461,69.8819,0.0181137,-0,1.98017e-05,0.386902
grade_heavy,S0R,LH-520,8108,520,23038.5,81.2554,0.191275,20655,36300,177437,177441,41.0136,0,0.841427,0.707081,62.3528,0.0204035,-0,2.48121e-05,0.389803
grade_heavy,S5,GH-REG-165,8101,165,11053.4,53.7392,0.315891,19970,36300,50296.7,56443.1,41.1152,0,0.872444,0.733146,64.6513,30.5693,-3.92021,0.108897,0.364684
grade_heavy,S5,GH-REG-165,8102,165.001,10993,54.0346,0.359717,19970,36300,54825.9,63049,45.9271,0,0.97455,0.81895,72.2177,39.0489,-2.853,0.130423,0.370241
grade_heavy,S5,GH-REG-165,8103,165,11392.9,52.1379,0.337909,19970,36300,50173.2,61897,45.088,0,0.956745,0.803987,70.8983,54.2214,-3.72337,0.189407,0.362299
grade_heavy,S5,GH-REG-165,8104,165,11100.1,53.513,0.329264,19970,36300,48193.4,57864.5,42.1507,0,0.894416,0.75161,66.2795,45.2855,-3.44041,0.167134,0.363937
grade_heavy,S5,GH-REG-165,8105,165,10725.4,55.3827,0.317766,19970,36300,49030.5,55618.3,40.5143,0,0.859694,0.722432,63.7065,33.3511,-4.05789,0.118447,0.374013
grade_heavy,S5,GH-REG-165,8106,165,11163.2,53.2106,0.320335,19970,36300,53381.1,59599.4,43.4144,0,0.921232,0.774145,68.2667,31.3359,-3.83197,0.104335,0.372032
grade_heavy,S5,GH-REG-165,8107,165,10365.6,57.305,0.293941,19970,36300,53001.6,56811.5,41.3836,0,0.878139,0.737932,65.0733,19.1401,-2.24257,0.0670616,0.373054
grade_heavy,S5,GH-REG-165,8108,165.001,10474,56.7121,0.278783,19970,36300,50932.6,56055.8,40.833,0,0.866455,0.728113,64.2075,26.3779,-3.58163,0.0913938,0.37427
grade_heavy,S5,LH-520,8101,520,23768.8,78.7588,0.3501,19970,36300,179785,179847,41.5697,0,0.882088,0.741251,65.366,3.40741,-3.12531,0.000349334,0.377677
grade_heavy,S5,LH-520,8102,520,22423.8,83.4828,0.414705,19970,36300,178319,178305,41.2133,0,0.874526,0.734895,64.8056,2.32712,-2.38481,-7.36977e-05,0.369261
grade_heavy,S5,LH-520,8103,520,23829.5,78.5581,0.368328,19970,36300,188339,188764,43.6308,0,0.925823,0.778002,68.6069,5.04467,-3.15286,0.00225098,0.374493
grade_heavy,S5,LH-520,8104,520,24432.7,76.6187,0.317066,19970,36300,182408,182333,42.1442,0,0.894278,0.751494,66.2693,2.05904,-2.39936,-0.00041583,0.377543
grade_heavy,S5,LH-520,8105,520,22779.2,82.1803,0.421001,19970,36300,196479,197500,45.65,0,0.968669,0.814008,71.7819,7.32217,-2.83892,0.00517049,0.369278
grade_heavy,S5,LH-520,8106,520,23425.6,79.9126,0.350316,19970,36300,178249,178203,41.1897,0,0.874024,0.734474,64.7684,2.39456,-2.59829,-0.000256399,0.375043
grade_heavy,S5,LH-520,8107,520,22847.5,81.9346,0.430413,19970,36300,190406,190977,44.1423,0,0.936677,0.787123,69.4112,5.05547,-2.53827,0.00298928,0.370876
grade_heavy,S5,LH-520,8108,520,24044.1,77.857,0.300559,19970,36300,171069,170799,39.4783,0,0.83771,0.703958,62.0774,3.25967,-4.47846,-0.00158149,0.379521
grade_heavy,S5-13L,GH-REG-165,8101,165.001,10382.2,57.2136,0.231076,19706.3,36300,49969.3,54213.6,39.491,0,0.849194,0.713609,62.9284,23.5865,-4.47946,0.0782887,0.378656
grade_heavy,S5-13L,GH-REG-165,8102,165,10357.2,57.3515,0.265533,19706.3,36300,54601.4,60576.4,44.1261,0,0.948864,0.797364,70.3143,30.1988,-3.34704,0.0986359,0.378001
grade_heavy,S5-13L,GH-REG-165,8103,165.001,10722.9,55.3956,0.257577,19706.3,36300,49658.5,58927.8,42.9251,0,0.923039,0.775663,68.4006,44.8382,-4.24937,0.1573,0.368313
grade_heavy,S5-13L,GH-REG-165,8104,165,10467.4,56.7477,0.234354,19706.3,36300,47388.5,54471.3,39.6789,0,0.853234,0.717003,63.2278,35.4932,-3.98597,0.130028,0.374167
grade_heavy,S5-13L,GH-REG-165,8105,165.001,10136.8,58.5986,0.239067,19706.3,36300,49008.4,53624.5,39.062,0,0.839968,0.705855,62.2447,25.4966,-4.75278,0.0860823,0.377981
grade_heavy,S5-13L,GH-REG-165,8106,165,10595,56.0642,0.23508,19706.3,36300,52542.4,56365.4,41.0587,0,0.882904,0.741936,65.4264,21.8395,-4.56992,0.0678246,0.379963
grade_heavy,S5-13L,GH-REG-165,8107,165,9895.3,60.0287,0.217111,19706.3,36300,52963.9,54624.6,39.7905,0,0.855634,0.71902,63.4056,9.41146,-1.87692,0.0304017,0.381618
grade_heavy,S5-13L,GH-REG-165,8108,165,10047.2,59.1211,0.20929,19706.3,36300,50049.5,54035.7,39.3616,0,0.84641,0.711269,62.7221,22.1454,-4.09119,0.0737696,0.380959
grade_heavy,S5-13L,LH-520,8101,520,22588,82.8759,0.23067,19706.3,36300,177219,176157,40.7167,0,0.87555,0.735756,64.8814,0.205167,-5.17128,-0.00603047,0.39321
grade_heavy,S5-13L,LH-520,8102,520,21002.3,89.1332,0.271083,19706.3,36300,176008,175029,40.4559,0,0.869942,0.731044,64.4659,0.00284367,-4.53979,-0.00559818,0.389464
grade_heavy,S5-13L,LH-520,8103,520,22495.5,83.2167,0.249289,19706.3,36300,187003,185837,42.9542,0,0.923663,0.776188,68.4468,0.208285,-5.62493,-0.00627492,0.390705
grade_heavy,S5-13L,LH-520,8104,520,23344.8,80.1892,0.219962,19706.3,36300,180554,179655,41.5253,0,0.892938,0.750368,66.17,0.00473954,-4.19109,-0.00500142,0.391887
grade_heavy,S5-13L,LH-520,8105,520,21402,87.4685,0.261867,19706.3,36300,193472,192306,44.4494,0,0.955817,0.803208,70.8296,0.140193,-5.56805,-0.00605972,0.391779
grade_heavy,S5-13L,LH-520,8106,520,22220.5,84.2466,0.225957,19706.3,36300,174943,173827,40.1782,0,0.863971,0.726026,64.0234,0.00112559,-5.20366,-0.0064191,0.392177
grade_heavy,S5-13L,LH-520,8107,520,21343.6,87.7079,0.294583,19706.3,36300,189830,188673,43.6097,0,0.93776,0.788034,69.4915,0.0727479,-5.41552,-0.006131,0.388494
grade_heavy,S5-13L,LH-520,8108,520,23037.3,81.2596,0.200005,19706.3,36300,168005,166770,38.547,0,0.828895,0.69655,61.4241,0.0752785,-5.87004,-0.00740264,0.394811
grade_heavy,S6,GH-REG-165,8101,165.001,9965.4,59.6065,0.172907,20655,36300,56625.7,56643.6,41.2612,0,0.846507,0.711351,62.7293,0.0879906,-0,0.000316669,0.412609
grade_heavy,S6,GH-REG-165,8102,165,9788.5,60.6835,0.192969,20655,36300,63148,63165.5,46.0121,0,0.943977,0.793258,69.9521,0.0858133,-0,0.000275883,0.414199
grade_heavy,S6,GH-REG-165,8103,165,9968.6,59.5873,0.182391,20655,36300,60178.4,60196.4,43.8493,0,0.899603,0.755969,66.6639,0.0887724,-0,0.000299882,0.413634
grade_heavy,S6,GH-REG-165,8104,165.001,9807.2,60.5683,0.166111,20655,36300,56771.5,56789.8,41.3675,0,0.848689,0.713184,62.891,0.0899901,-0,0.000322157,0.413729
grade_heavy,S6,GH-REG-165,8105,165,9714.4,61.1464,0.1818,20655,36300,55725.9,55742.6,40.605,0,0.833045,0.700038,61.7317,0.0818966,-0,0.000299746,0.412272
grade_heavy,S6,GH-REG-165,8106,165.001,10083.6,58.9078,0.177851,20655,36300,60076.4,60094.2,43.7746,0,0.898073,0.754683,66.5505,0.0871315,-0,0.000294655,0.413892
grade_heavy,S6,GH-REG-165,8107,165.001,9638,61.6314,0.172389,20655,36300,57031.4,57049.1,41.5565,0,0.852565,0.716441,63.1782,0.086936,-0,0.000310645,0.412616
grade_heavy,S6,GH-REG-165,8108,165.001,9711.4,61.1654,0.161365,20655,36300,55712,55729.4,40.5953,0,0.832846,0.699871,61.717,0.0856902,-0,0.000313141,0.413015
grade_heavy,S6,LH-520,8101,520,22708.4,82.4365,0.239659,20655,36300,173143,173146,40.0208,0,0.82106,0.689966,60.8435,0.0168755,-0,1.94544e-05,0.42139
grade_heavy,S6,LH-520,8102,520,21020.9,89.0543,0.295167,20655,36300,171735,171738,39.6954,0,0.814383,0.684356,60.3488,0.0172205,-0,2.01481e-05,0.418606
grade_heavy,S6,LH-520,8103,520,22587.9,82.8763,0.258022,20655,36300,181772,181776,42.0155,0,0.861982,0.724354,63.876,0.0185757,-0,2.04273e-05,0.420782
grade_heavy,S6,LH-520,8104,520,23339.6,80.2071,0.212968,20655,36300,175757,175760,40.625,0,0.833455,0.700383,61.7621,0.0176892,-0,2.00881e-05,0.421411
grade_heavy,S6,LH-520,8105,520,21566.7,86.8006,0.291624,20655,36300,188107,188111,43.4798,0,0.892024,0.7496,66.1022,0.0199215,-0,2.12316e-05,0.419552
grade_heavy,S6,LH-520,8106,520,22394.4,83.5924,0.24911,20655,36300,170432,170435,39.3941,0,0.808203,0.679162,59.8908,0.0161002,-0,1.89098e-05,0.420189
grade_heavy,S6,LH-520,8107,520,21548.4,86.8743,0.323368,20655,36300,183746,183750,42.4718,0,0.871343,0.732221,64.5697,0.0181399,-0,1.98363e-05,0.418607
grade_heavy,S6,LH-520,8108,520,23133,80.9234,0.197198,20655,36300,164535,164539,38.0315,0,0.780247,0.65567,57.8192,0.0204258,-0,2.47595e-05,0.421721
grade_heavy,S7,GH-REG-165,8101,165.001,9913.7,59.9174,0.163439,19845.5,36300,53276.8,54510.6,39.7074,0,0.847858,0.712485,62.8294,2.65854,2.91524,0.0226331,0.380001
grade_heavy,S7,GH-REG-165,8102,165,9716.2,61.135,0.180244,19845.5,36300,61274.3,62730.6,45.6954,0,0.975717,0.81993,72.3042,3.35188,3.24829,0.0232158,0.381198
grade_heavy,S7,GH-REG-165,8103,165,9895.1,60.0298,0.174084,19845.5,36300,58041.6,59529.3,43.3633,0,0.925922,0.778086,68.6142,3.48743,3.2331,0.0249919,0.379954
grade_heavy,S7,GH-REG-165,8104,165,9773.6,60.776,0.158384,19845.5,36300,53978.5,55316.6,40.2947,0,0.860398,0.723024,63.7587,2.78882,3.25652,0.0241907,0.379993
grade_heavy,S7,GH-REG-165,8105,165.001,9655.3,61.5208,0.170091,19845.5,36300,51858.8,53110.1,38.6873,0,0.826076,0.694182,61.2153,2.73717,2.89944,0.0235607,0.378889
grade_heavy,S7,GH-REG-165,8106,165.001,10035.4,59.1907,0.167705,19845.5,36300,57325,58729.8,42.7808,0,0.913484,0.767634,67.6925,3.10246,3.25652,0.0239199,0.38074
grade_heavy,S7,GH-REG-165,8107,165.001,9600.6,61.8714,0.155468,19845.5,36300,54532.1,55833.6,40.6711,0,0.868437,0.729779,64.3543,2.62035,3.25652,0.0233099,0.379812
grade_heavy,S7,GH-REG-165,8108,165.001,9672.5,61.4114,0.151397,19845.5,36300,53270.2,54662.9,39.8184,0,0.850228,0.714478,63.005,3.00789,3.25652,0.0254778,0.378343
grade_heavy,S7,LH-520,8101,520,22495.9,83.2152,0.224262,19845.5,36300,170158,172939,39.973,0,0.853529,0.717251,63.2496,9.65057,3.21989,0.0160849,0.389172
grade_heavy,S7,LH-520,8102,520,20889.6,89.614,0.27773,19845.5,36300,169638,172849,39.952,0,0.853082,0.716876,63.2165,11.5024,3.22706,0.0185733,0.385915
grade_heavy,S7,LH-520,8103,520,22355.6,83.7375,0.238485,19845.5,36300,181806,185088,42.7811,0,0.913489,0.767638,67.6929,11.8841,3.22605,0.0177346,0.387193
grade_heavy,S7,LH-520,8104,520,23152,80.857,0.191257,19845.5,36300,175262,178042,41.1525,0,0.878715,0.738416,65.116,9.58936,3.22487,0.0156185,0.387605
grade_heavy,S7,LH-520,8105,520,21373.4,87.5856,0.270157,19845.5,36300,191002,194534,44.9645,0,0.960111,0.806816,71.1477,13.0023,3.23007,0.0181588,0.386506
grade_heavy,S7,LH-520,8106,520,22205.3,84.3043,0.229025,19845.5,36300,168013,170872,39.4953,0,0.843328,0.708679,62.4937,9.94538,3.22311,0.016733,0.38739
grade_heavy,S7,LH-520,8107,520,21300,87.8874,0.306792,19845.5,36300,183343,186988,43.2201,0,0.922864,0.775516,68.3876,13.5061,3.22252,0.0194907,0.386081
grade_heavy,S7,LH-520,8108,520,22947.9,81.5762,0.178617,19845.5,36300,162180,164734,38.0765,0,0.813034,0.683222,60.2488,8.76668,3.02003,0.015505,0.388146
grade_heavy,S4p,GH-REG-165,8101,165,9645.2,61.5852,0.085679,20134.4,36300,24022.6,33346.5,24.2908,110.818,0.76341,0.429606,47.2241,43.412,0,0.279605,0.391628
grade_heavy,S4p,GH-REG-165,8102,165,9509.3,62.4652,0.0722759,20134.4,36300,32377.3,42239.7,30.769,110.771,0.899647,0.544179,57.3236,45.8008,0,0.233486,0.390616
grade_heavy,S4p,GH-REG-165,8103,165.001,9648.9,61.5617,0.0853871,20134.4,36300,28988.2,38612.2,28.1264,110.873,0.844261,0.497444,53.2108,44.7975,0,0.249247,0.391523
grade_heavy,S4p,GH-REG-165,8104,165,9550.7,62.1945,0.0755434,20134.4,36300,25005.6,33536.4,24.4292,110.8,0.766283,0.432054,47.4384,39.4809,0,0.254373,0.389276
grade_heavy,S4p,GH-REG-165,8105,165,9418.7,63.0661,0.0825689,20134.4,36300,21183.7,30498.1,22.2159,110.66,0.719382,0.392911,43.9748,43.3195,0,0.30541,0.391189
grade_heavy,S4p,GH-REG-165,8106,165,9785.1,60.7046,0.0798144,20134.4,36300,26796.1,36515.5,26.5993,110.688,0.811699,0.470434,50.8134,45.1292,0,0.266172,0.39055
grade_heavy,S4p,GH-REG-165,8107,165,9442.8,62.9051,0.0528439,20134.4,36300,26555,34481.9,25.1179,111.285,0.781881,0.444235,48.5535,36.8703,0,0.229887,0.391227
grade_heavy,S4p,GH-REG-165,8108,165.001,9477.3,62.6763,0.0568721,20134.4,36300,25239.8,33463,24.3756,110.858,0.765287,0.431107,47.3598,38.3044,0,0.245739,0.391803
grade_heavy,S4p,LH-520,8101,520,21665.4,86.4051,0.0807828,20134.4,36300,116215,156504,36.1742,110.74,0.841295,0.639775,59.3791,186.946,0,0.257428,0.390295
grade_heavy,S4p,LH-520,8102,520,19945.2,93.8572,0.11892,20134.4,36300,110952,160282,37.0473,112.11,0.860661,0.655218,60.7775,229.178,0,0.307769,0.390773
grade_heavy,S4p,LH-520,8103,520,21485,87.1306,0.0912726,20134.4,36300,125850,172882,39.9598,110.737,0.920967,0.706729,65.2832,218.804,0,0.27205,0.391305
grade_heavy,S4p,LH-520,8104,520,22446.6,83.398,0.0644816,20134.4,36300,123610,165401,38.2306,110.731,0.88457,0.676146,62.5862,194.524,0,0.252664,0.391518
grade_heavy,S4p,LH-520,8105,520,20479.6,91.4081,0.110773,20134.4,36300,133490,188693,43.6144,111.3,0.998288,0.771363,70.9979,257.103,0,0.292556,0.391741
grade_heavy,S4p,LH-520,8106,520,21372.6,87.5888,0.0927632,20134.4,36300,114900,154925,35.8091,111.568,0.83421,0.63332,58.832,186.039,0,0.25835,0.390961
grade_heavy,S4p,LH-520,8107,520,20294.8,92.2404,0.126327,20134.4,36300,121922,174612,40.3595,113.391,0.931296,0.713798,65.9775,245.26,0,0.301753,0.391526
grade_heavy,S4p,LH-520,8108,520,22282.5,84.0122,0.0686231,20134.4,36300,111410,147449,34.0811,110.733,0.797238,0.602758,56.1146,167.239,0,0.244412,0.390332
cold_minus10C,S0R,GH-REG-165,8101,165.001,9953.7,59.6766,0.17972,20655,36300,63257.2,63276.7,46.093,0,0.945635,0.794651,70.075,0.0885674,-0,0.000308356,0.381801
cold_minus10C,S0R,GH-REG-165,8102,165.001,9778.1,60.7483,0.203074,20655,36300,71016.4,71035.4,51.7447,0,1.06158,0.892087,78.6673,0.0862646,-0,0.000266488,0.3833
cold_minus10C,S0R,GH-REG-165,8103,165.001,9953.9,59.6754,0.192686,20655,36300,67866.8,67886.5,49.4509,0,1.01453,0.852542,75.18,0.0896159,-0,0.000290436,0.382305
cold_minus10C,S0R,GH-REG-165,8104,165,9808.5,60.5599,0.173593,20655,36300,63378.3,63398.2,46.1815,0,0.947451,0.796178,70.2096,0.0905319,-0,0.000314004,0.382515
cold_minus10C,S0R,GH-REG-165,8105,165,9706.7,61.1949,0.187405,20655,36300,61964.2,61982.4,45.1503,0,0.926295,0.7784,68.6419,0.0824262,-0,0.000293307,0.381358
cold_minus10C,S0R,GH-REG-165,8106,165.001,10083.3,58.9097,0.187516,20655,36300,67133.8,67153.1,48.9166,0,1.00356,0.843331,74.3677,0.0876898,-0,0.000286871,0.382873
cold_minus10C,S0R,GH-REG-165,8107,165,9639.8,61.6197,0.178228,20655,36300,63789.6,63808.8,46.4807,0,0.953589,0.801335,70.6644,0.0873656,-0,0.000301977,0.381369
cold_minus10C,S0R,GH-REG-165,8108,165.001,9717.9,61.1246,0.168183,20655,36300,62365.7,62384.7,45.4432,0,0.932305,0.783449,69.0872,0.0864718,-0,0.000304954,0.382315
cold_minus10C,S0R,LH-520,8101,520,22159.6,84.4781,0.143558,20655,36300,174000,174003,40.2189,0,0.825125,0.693382,61.1448,0.0175548,-0,2.17563e-05,0.390041
cold_minus10C,S0R,LH-520,8102,520,20510,91.2726,0.189716,20655,36300,177941,177944,41.1299,0,0.843813,0.709087,62.5297,0.0179231,-0,2.18347e-05,0.388008
cold_minus10C,S0R,LH-520,8103,520,22065.5,84.8384,0.165661,20655,36300,190874,190878,44.1193,0,0.905144,0.760625,67.0745,0.0182479,-0,2.05366e-05,0.39155
cold_minus10C,S0R,LH-520,8104,520,22972.9,81.4874,0.135999,20655,36300,185454,185458,42.8666,0,0.879444,0.739029,65.17,0.0180934,-0,2.09893e-05,0.390961
cold_minus10C,S0R,LH-520,8105,520,21140.9,88.5488,0.207715,20655,36300,206560,206564,47.7449,0,0.979527,0.823132,72.5865,0.0187906,-0,1.94932e-05,0.39252
cold_minus10C,S0R,LH-520,8106,520,21851.3,85.67,0.1386,20655,36300,173484,173488,40.0998,0,0.822679,0.691327,60.9635,0.0174797,-0,2.17869e-05,0.388981
cold_minus10C,S0R,LH-520,8107,520,20906.7,89.5407,0.203891,20655,36300,192957,192960,44.6007,0,0.915019,0.768924,67.8063,0.0177596,-0,1.98552e-05,0.389897
cold_minus10C,S0R,LH-520,8108,520,22747.2,82.2959,0.123443,20655,36300,168040,168044,38.8415,0,0.796865,0.669635,59.0506,0.019169,-0,2.46681e-05,0.388954
cold_minus10C,S5,GH-REG-165,8101,165,11174.6,53.1563,0.333056,19970,36300,52097.1,59018.8,42.9915,0,0.912259,0.766604,67.6017,33.3562,-3.37915,0.11728,0.36428
cold_minus10C,S5,GH-REG-165,8102,165,11122.7,53.4044,0.375966,19970,36300,57334.2,66413.2,48.3778,0,1.02655,0.86265,76.0714,42.2402,-2.39611,0.136705,0.369135
cold_minus10C,S5,GH-REG-165,8103,165.001,11517.5,51.574,0.358087,19970,36300,52659,65460.6,47.6837,0,1.01182,0.850272,74.9798,58.3653,-3.23088,0.195561,0.362259
cold_minus10C,S5,GH-REG-165,8104,165.001,11205.5,53.0101,0.345675,19970,36300,50299.8,60918.3,44.3749,0,0.941612,0.79127,69.7769,48.7918,-3.05809,0.174308,0.362269
cold_minus10C,S5,GH-REG-165,8105,165,10867,54.661,0.331478,19970,36300,50720.7,58139.3,42.3508,0,0.898663,0.755179,66.5942,36.5293,-3.67447,0.1276,0.372508
cold_minus10C,S5,GH-REG-165,8106,165.001,11301.5,52.5598,0.343429,19970,36300,54932.2,62137.2,45.2628,0,0.960453,0.807103,71.1731,35.3712,-3.48964,0.115953,0.37219
cold_minus10C,S5,GH-REG-165,8107,165,10466.8,56.7509,0.314792,19970,36300,55102.3,59606.1,43.4193,0,0.921336,0.774232,68.2744,21.5322,-1.59379,0.0755588,0.372369
cold_minus10C,S5,GH-REG-165,8108,165,10561.3,56.2432,0.29355,19970,36300,53131.3,58811.8,42.8407,0,0.909057,0.763914,67.3645,28.4965,-3.21316,0.0965863,0.37438
cold_minus10C,S5,LH-520,8101,520,22993.2,81.4154,0.23646,19970,36300,174572,174723,40.3853,0,0.856956,0.720131,63.5036,2.49119,-1.82543,0.000863942,0.370973
cold_minus10C,S5,LH-520,8102,520,21408,87.444,0.311915,19970,36300,179607,179883,41.578,0,0.882263,0.741398,65.379,1.93172,-0.738075,0.00153464,0.363694
cold_minus10C,S5,LH-520,8103,520,23009.9,81.3563,0.264407,19970,36300,189813,189962,43.9077,0,0.931699,0.782941,69.0423,2.61579,-1.94945,0.000788421,0.374223
cold_minus10C,S5,LH-520,8104,520,23704.8,78.9714,0.215116,19970,36300,183750,184138,42.5613,0,0.90313,0.758933,66.9252,2.12557,-0.378421,0.0021033,0.37944
cold_minus10C,S5,LH-520,8105,520,22159.9,84.477,0.350298,19970,36300,208925,212886,49.2063,0,1.04413,0.877422,77.3741,13.0681,4.12907,0.0186096,0.365116
cold_minus10C,S5,LH-520,8106,520,22694.3,82.4877,0.232167,19970,36300,174136,173794,40.1707,0,0.852401,0.716303,63.166,0.919298,-2.42233,-0.00196295,0.370581
cold_minus10C,S5,LH-520,8107,520,21962.6,85.2359,0.338706,19970,36300,194253,195686,45.2306,0,0.95977,0.806529,71.1224,6.25417,-0.045703,0.00732239,0.364445
cold_minus10C,S5,LH-520,8108,520,23466.3,79.774,0.200713,19970,36300,166524,166361,38.4526,0,0.815945,0.685668,60.4645,2.27897,-3.00754,-0.000978634,0.376403
cold_minus10C,S5-13L,GH-REG-165,8101,165.001,10442.6,56.8826,0.24485,19706.3,36300,51974.1,57134.9,41.6191,0,0.894955,0.752063,66.3195,26.9612,-3.83825,0.0903261,0.376866
cold_minus10C,S5-13L,GH-REG-165,8102,165,10442.1,56.8852,0.28358,19706.3,36300,57188,64039.6,46.6488,0,1.00311,0.84295,74.3342,33.5,-2.85588,0.106989,0.3762
cold_minus10C,S5-13L,GH-REG-165,8103,165.001,10787.9,55.062,0.274138,19706.3,36300,51913.1,62222.9,45.3253,0,0.974651,0.819034,72.2252,48.8987,-3.73374,0.16569,0.36848
cold_minus10C,S5-13L,GH-REG-165,8104,165.001,10526,56.4319,0.2473,19706.3,36300,49646.9,57620,41.9725,0,0.902553,0.758448,66.8825,38.5926,-3.44387,0.138375,0.370799
cold_minus10C,S5-13L,GH-REG-165,8105,165,10210.3,58.1767,0.250353,19706.3,36300,50872.6,56020.5,40.8073,0,0.877499,0.737394,65.0259,27.3309,-4.34477,0.0918924,0.375577
cold_minus10C,S5-13L,GH-REG-165,8106,165,10666.1,55.6906,0.250567,19706.3,36300,54366.6,59026,42.9967,0,0.924578,0.776956,68.5146,25.0593,-4.08516,0.0789378,0.37863
cold_minus10C,S5-13L,GH-REG-165,8107,165.001,9992.1,59.4472,0.242009,19706.3,36300,54426.7,57830.7,42.1259,0,0.905853,0.761221,67.1271,13.3733,1.95344,0.0588611,0.378724
cold_minus10C,S5-13L,GH-REG-165,8108,165.001,10106.7,58.7733,0.225393,19706.3,36300,52362.8,57000.4,41.521,0,0.892845,0.75029,66.1631,24.3972,-3.48926,0.08136,0.379211
cold_minus10C,S5-13L,LH-520,8101,520,22185.1,84.381,0.143763,19706.3,36300,169180,168213,38.8806,0,0.836067,0.702578,61.9557,0.0320923,-4.52502,-0.00575025,0.390699
